	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER-/LN-"	"ER-/LN-"	"ER +/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN+"	"ER-/LN+"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"
"M11437_cds2_at"	67	10	307	26	104	10	133	199	52	10	770	982	10	18	81	92	79	10	1338	10	213	10	10	10	87	110	10	107	98	10	138	147	55	245	239	160	10	66	39	10	10	69	27	29	10	10	10	71	21
"M11722_at"	64	131	10	10	67	10	73	177	60	13	194	636	47	10	29	10	191	10	10	85	10	10	88	10	223	10	10	39	40	10	10	10	90	100	10	273	404	157	49	61	10	91	10	10	82	75	10	10	10
"M12036_at"	173	10	120	10	10	10	1177	11	10	10	10	10	10	74	10	73	10	10	478	11	18	77	10	10	10	100	10	99	184	10	227	10	10	109	50	125	10	10	97	10	10	10	10	767	43	640	10	43	820
"M12625_at"	677	288	94	10	10	28	10	385	10	39	404	10	198	139	132	10	10	233	234	10	10	10	10	10	57	10	111	10	66	199	10	38	219	310	296	483	498	104	276	378	365	344	435	10	435	34	177	10	472
"M12759_at"	375	10	10	1423	135	318	451	10	304	1987	311	1061	142	669	200	2113	221	454	2480	10	10	38	194	10	84	10	105	229	941	1064	69	10	90	85	31	10	258	10	10	31	10	105	70	78	162	137	154	215	26
"M12963_s_at"	127	10	119	153	10	146	10	39	342	1494	6399	10	10	36	31	41	10	337	450	52	695	10	10	13	11	10	10	10	10	667	57	10	10	237	32	10	10	10	139	42	41	10	10	13	39	10	10	10	10
"M13150_s_at"	136	10	186	156	373	66	12	10	10	10	397	10	60	49	66	94	10	398	10	16	10	10	133	351	222	115	10	17	23	1191	33	179	64	10	44	28	237	10	10	10	40	62	11	40	10	69	10	10	16
"M13207_at"	10	10	10	10	554	10	10	456	10	136	1096	10	10	10	55	10	10	10	2263	10	10	10	10	10	10	10	10	10	10	10	111	10	10	10	10	10	674	10	10	10	10	10	10	10	10	10	224	64	10
"M13241_at"	10	10	10	641	109	16	10	10	145	10	262	10	10	90	10	16	41	53	10	10	118	10	60	88	45	193	177	84	95	191	95	78	27	66	111	69	148	10	53	100	468	333	71	233	374	145	95	147	372
"M13699_at"	10	10	10	10	10	379	10	105	10	135	10	10	411	1719	3639	755	10	10	10	2339	10	10	34	10	10	212	10	10	10	10	534	10	10	10	83	10	454	10	10	10	10	10	907	49	256	10	934	51	1178
"M13903_at"	10	27	10	10	10	10	140	149	10	10	31	89	12	165	210	327	42	460	512	167	347	145	103	45	10	123	341	314	514	1847	320	10	10	304	263	10	10	340	381	10	207	10	100	249	10	15	91	219	295
"M13928_s_at"	183	10	10	115	201	10	10	300	171	10	685	10	260	51	10	10	335	164	10	155	17	198	40	40	79	449	287	10	237	10	321	230	26	244	196	88	10	10	106	284	10	345	95	296	10	96	10	215	301
"M14123_xpt3_at"	69	17	10	170	166	198	127	10	76	77	82	10	50	58	10	156	10	112	1646	10	10	98	88	82	20	88	63	10	42	10	10	80	36	10	10	10	133	10	10	10	73	55	18	10	42	10	121	79	10
"M14159_cds2_at"	10	10	10	88	10	10	290	10	74	63	10	2367	10	10	10	10	10	10	1453	10	276	10	10	10	10	10	16	10	10	216	10	10	10	10	107	66	10	95	10	10	10	10	10	54	10	10	10	86	10
"M14539_at"	10	196	10	10	10	159	68	350	932	53	10	10	10	10	1450	10	142	94	10	10	320	1378	157	10	10	10	25	10	10	10	327	206	10	387	344	429	101	33	49	124	155	10	112	30	272	10	236	292	10
"M14565_at"	122	30	10	118	564	10	229	89	130	46	10	193	65	10	10	225	109	10	356	10	299	146	10	10	10	173	41	10	85	10	180	169	114	123	212	74	256	148	73	129	10	96	97	10	107	10	109	237	124
"M14660_at"	177	208	10	17	289	68	10	106	10	112	10	158	42	237	10	41	10	630	160	120	12	12	144	225	31	24	27	106	22	10	133	83	24	100	81	10	10	83	95	10	10	256	121	10	249	10	39	58	10
"M15169_at"	268	42	10	53	21	10	10	10	20	58	154	236	102	10	179	10	46	16	374	83	97	10	10	345	10	11	173	10	67	69	100	65	112	106	18	29	10	108	10	75	85	10	10	10	10	80	18	47	108
"M15517_cds5_at"	81	10	274	294	490	10	10	82	214	30	10	10	43	10	10	10	10	10	25	10	38	10	292	10	10	10	10	32	162	237	10	503	10	10	11	455	10	10	10	10	10	10	10	10	10	10	109	10	41
"M15796_at"	78	10	10	10	266	274	10	594	10	246	10	10	48	294	396	271	10	10	1749	269	77	10	115	17	10	57	15	42	49	10	127	313	584	161	33	137	793	771	10	347	181	1393	1322	173	67	572	1229	817	1191
"M15881_at"	10	10	10	10	337	10	10	119	10	10	10	682	83	128	10	188	107	108	934	26	637	16	50	10	34	10	62	10	10	404	90	10	55	10	107	157	162	157	10	10	173	106	101	124	10	101	192	214	186
"M16276_at"	10	10	10	10	10	10	10	10	53	235	101	193	31	206	10	455	115	21	10	113	10	17	10	10	10	10	329	206	313	10	10	10	10	10	10	101	10	10	78	10	10	19	10	17	332	10	331	10	10
"M16336_s_at"	10	59	10	90	10	289	84	121	22	297	10	10	586	47	10	330	10	1268	917	148	104	12	10	10	249	245	890	1546	727	297	166	10	352	60	10	10	324	249	10	46	10	37	38	10	902	304	599	10	10
"M16364_s_at"	10	545	10	70	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	718	10	33	455	10	10	846	406	189	10	10	10	1448	339	75	10	241	10	10	10
"M16424_at"	204	891	324	60	256	572	241	24	71	10	664	10	39	57	10	70	10	44	769	10	10	10	91	10	130	10	44	10	46	10	237	10	125	26	10	10	10	52	193	121	1296	10	10	10	42	10	333	10	10
"M16474_s_at"	11	34	10	24	10	10	46	10	10	10	10	10	10	10	32	10	10	10	10	10	10	10	10	10	10	10	10	10	17	10	10	4951	10	10	10	58	10	10	10	10	10	10	10	10	17	31	10	91	10
"M16505_at"	10	10	1068	10	54	87	93	10	103	202	10	378	44	123	117	10	10	10	283	10	10	81	10	54	10	10	34	68	10	45	10	134	46	15	10	71	71	88	22	10	50	10	10	13	24	185	24	126	10
"M16653_at"	481	18	10	263	1116	217	10	10	15	42	10	10	395	418	10	138	190	10	974	62	10	16	87	10	10	10	135	10	10	10	64	10	10	14	114	10	10	138	191	391	10	10	10	50	199	34	105	34	139
"M16750_s_at"	233	240	467	27	150	395	159	110	114	213	10	1924	75	629	97	356	105	356	1561	10	342	10	324	10	12	347	314	281	58	88	202	110	176	81	245	10	10	82	147	10	26	356	650	548	10	109	10	120	10
"M16937_at"	28	223	78	796	10	134	10	122	10	10	10	10	10	464	407	10	115	10	10	205	10	157	78	10	10	10	10	61	211	150	198	144	10	24	171	115	98	10	82	135	257	118	223	10	25	10	299	10	122
"M16967_at"	10	10	22	10	10	99	10	10	10	15	1049	1010	10	10	27	10	250	137	10	14	10	10	10	10	10	10	10	10	10	481	10	40	10	10	10	10	18	10	10	10	10	10	10	37	10	10	60	10	33
"M16973_at"	125	253	111	86	10	10	10	124	77	173	10	229	96	10	125	258	277	362	909	145	10	75	115	307	424	272	157	40	329	194	251	674	123	10	10	10	10	149	117	24	171	10	10	235	67	59	10	178	78
"M17183_s_at"	91	22	73	117	10	50	98	21	78	107	2470	47	46	48	10	30	1092	333	10	13	10	10	10	62	10	10	104	33	47	126	21	10	36	60	10	161	152	10	10	10	51	15	102	10	10	54	12	35	10
"M17236_at"	10	10	10	10	10	10	221	10	10	10	10	10	77	10	10	69	371	128	1260	10	42	248	245	10	79	284	255	12	10	10	10	73	10	48	39	10	280	213	10	108	210	10	10	37	28	10	10	10	208
"M18533_at"	157	10	48	130	221	85	70	27	78	70	423	712	263	146	389	239	83	10	10	57	10	144	208	10	10	10	326	151	53	31	87	17	76	46	160	78	2352	20	10	10	1402	69	99	10	180	102	608	161	27
"M18728_at"	9751	1203	754	10	10	198	214	14	299	515	526	4300	10	10	10	10	1109	2208	813	1015	2585	146	277	10	10	10	41	65	5555	10	357	10	189	6226	77	10	10	10	10	145	10	10	10	127	61	172	10	127	16000
"M19309_s_at"	714	10	147	10	126	10	261	415	10	953	396	10	10	57	10	10	1238	10	893	1674	652	10	10	20	337	10	534	10	116	607	37	806	674	244	92	10	10	1064	962	10	10	10	594	10	10	1178	10	118	128
"M19311_at"	10	10	10	10	10	10	59	61	10	26	622	1104	10	78	30	10	10	152	10	10	10	46	10	10	37	10	10	19	10	47	10	10	10	58	10	747	10	10	115	10	84	15	329	83	10	10	10	10	10
"M19481_at"	11	10	6322	133	10	51	10	23	168	10	405	855	23	44	16	10	56	349	10	10	344	203	10	39	10	10	10	10	10	10	274	12	10	10	48	183	84	10	10	10	10	10	152	40	31	10	25	40	10
"M19888_at"	56	76	327	10	357	119	356	53	259	244	130	1098	82	40	10	10	202	10	586	10	560	10	26	10	26	10	10	222	124	202	191	159	103	170	120	118	106	205	47	75	252	10	10	10	63	42	67	10	88
"M20030_f_at"	65	254	188	453	539	152	10	155	10	20	177	10	169	10	120	10	54	10	1876	10	116	10	10	14	61	67	10	10	10	10	121	70	149	25	119	1460	10	58	10	37	10	10	10	10	10	47	10	43	11
"M21005_at"	63	10	10	10	1598	217	1488	10	79	10	591	1116	855	1039	69	434	35	10	376	10	10	420	10	776	10	10	10	298	618	1554	514	10	18	10	161	10	21	10	10	10	294	10	212	554	14	825	10	10	586
"M21302_at"	334	10	144	257	623	10	10	383	10	10	116	10	175	91	23	334	10	157	1698	10	512	10	285	521	133	10	253	10	247	10	41	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"M21388_at"	10	10	10	10	10	10	10	10	10	10	10	10	16	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	44	10	10	10	10	10	10	10	10	39	10	21	10	10	10	10	10	10	4307	10	10
"M21388_r_at"	1410	510	1229	3494	4353	1952	10	1027	10	10	16000	16000	428	236	909	10	691	1359	5014	10	16000	10	10	10	1799	819	238	251	237	810	2148	200	656	3506	1819	461	10	3272	841	1183	4436	138	172	777	10	10	10	10	693
"M21389_at"	664	254	285	285	8427	219	258	124	1009	1971	96	10	2131	1668	7535	8093	1975	2767	652	377	99	901	1025	1841	448	2951	16000	2293	514	10	113	331	420	10	436	71	93	10	17	10	191	91	1521	10	734	10	8377	2743	10
"M21494_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	104	202	973	10	10	10	10	10	165	10	94	10	93	245	132	10	77	97	82	57	224	146	103	92	91	185	247	10	10	10	88	236	286
"M21665_s_at"	103	303	10	10	10	10	10	79	260	10	409	185	27	33	10	116	116	256	10	38	123	10	10	10	23	10	10	32	25	44	75	10	210	73	78	10	10	24	104	160	115	205	102	72	13	83	463	10	112
"M21904_at"	187	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1488	10	57	10	10	10	10	10	328	8186	10	334	109	1365	10	106	1727	1385	10	527	1646	1297	1100	594	91	1816	1727	769	537
"M22324_at"	10	10	7382	10	10	10	10	10	10	10	10	10	375	2007	475	117	330	204	5571	83	2639	392	211	10	10	10	742	239	535	487	298	10	209	268	189	856	258	270	449	10	305	311	2124	10	137	154	499	272	103
"M22430_at"	97	171	184	3833	259	152	167	69	313	295	10	10	10	316	95	378	5789	10	178	184	11	3497	85	129	16	278	118	98	37	10	10	10	10	10	305	10	10	45	10	10	10	10	68	55	91	51	338	10	127
"M22612_f_at"	10	10	10	10	10	10	116	10	40	10	199	10	10	10	10	10	101	10	10	10	83	77	10	10	517	10	10	10	86	102	10	10	1194	10	10	10	10	3875	10	10	10	10	10	10	10	10	125	10	10
"M23575_f_at"	78	88	21	49	10	29	10	67	97	31	10	2740	10	10	154	31	10	10	10	65	99	56	181	10	125	97	10	50	56	10	134	10	10	155	155	319	10	119	175	10	193	79	10	10	10	10	10	107	117
"M23668_at"	59	10	10	158	229	225	10	10	187	78	243	949	10	31	229	92	10	10	299	33	117	157	175	137	10	24	39	183	92	954	136	79	10	10	80	134	10	87	63	51	150	32	10	10	19	10	168	143	10
"M23892_s_at"	213	151	290	234	579	115	34	104	68	142	10	1692	10	23	87	89	153	10	886	10	10	63	10	210	173	62	14	50	69	303	283	126	94	79	10	76	89	113	47	10	52	147	51	98	10	10	10	272	211
"M24122_s_at"	10	136	126	134	10	10	142	346	10	64	10	10	215	10	190	10	351	185	1415	137	364	184	195	113	201	63	91	10	198	345	164	88	129	103	10	10	10	363	42	45	115	237	162	192	72	10	10	15	86
"M24351_cds2_at"	143	10	10	165	172	69	19	125	173	15	948	1713	68	10	86	304	172	187	670	125	59	224	171	123	170	162	365	43	107	639	132	31	58	69	70	244	208	18	34	161	10	10	51	10	10	10	10	10	10
"M24351_cds3_s_at"	241	21	48	508	32	123	50	37	227	78	10186	1122	75	35	52	22	2121	476	553	27	10	122	86	10	79	55	10	82	62	105	151	109	115	76	75	300	96	10	42	192	133	50	95	112	57	22	16	261	77
"M24899_at"	258	408	10	146	10	10	842	249	198	415	10	29	85	10	172	10	195	369	45	146	39	10	218	10	323	41	56	10	199	358	206	445	724	10	17	160	10	605	410	357	10	10	33	2623	156	10	213	10	739
"M25280_at"	10	10	10	219	10	15	88	26	47	171	10	10	57	429	10	246	147	46	383	10	12	254	10	10	10	561	438	431	388	10	280	77	287	10	122	292	109	10	10	10	10	10	180	11	132	300	289	375	45
"M25322_at"	343	148	51	10	273	114	10	195	146	139	10	99	10	28	67	77	158	115	10	10	169	10	130	10	78	50	27	10	10	10	118	44	20	89	121	216	219	10	107	112	154	26	115	12	67	48	150	162	70
"M25809_at"	1408	309	10	81	10	168	10	424	503	538	10	10	123	10	225	567	197	397	1635	382	11	22	10	1878	863	105	455	10	111	3246	150	221	505	636	166	36	1617	394	273	191	95	47	84	154	134	284	10	1032	10
"M26062_at"	28	182	10	10	10	63	10	10	10	10	10	1135	399	295	182	10	10	10	10	10	10	10	10	10	10	192	1024	174	208	1070	10	10	193	10	10	10	22	10	10	35	10	14	38	106	382	189	403	10	10
"M26311_s_at"	54	10	38	10	476	548	7537	10	264	10	10	10	1191	1621	475	351	398	126	10	381	304	241	522	970	54	451	393	230	659	158	672	10	104	82	841	10	10	10	10	10	265	211	402	501	229	1602	187	44	3850
"M26665_s_at"	386	144	373	184	395	200	178	177	169	158	10	681	10	228	262	24	178	288	10	74	10	147	134	15	10	290	197	153	10	2711	10	10	10	58	136	10	97	98	115	192	19	10	25	78	10	10	10	17	10
"M26679_at"	10	10	10	10	10	10	10	10	50	84	773	1668	111	10	119	10	19	10	10	10	10	112	10	10	10	10	10	10	10	10	10	10	10	10	10	178	40	10	51	10	107	10	37	10	10	31	114	200	10
"M26901_s_at"	52	10	10	10	55	10	132	10	143	242	10	481	10	10	10	10	10	10	144	10	10	10	95	10	76	136	19	69	10	208	41	10	237	70	10	82	524	10	10	10	131	38	10	10	152	85	10	10	29
"M26958_s_at"	179	100	146	12	342	85	80	122	116	47	329	10	125	10	10	17	299	190	10	28	10	94	10	10	277	10	10	10	69	177	24	49	10	13	10	10	96	61	10	10	33	23	69	105	10	36	17	10	55
"M27160_at"	10	67	10	10	199	10	10	51	209	220	10	1502	25	10	83	276	10	10	10	10	434	69	178	61	308	10	10	171	10	10	139	10	10	135	68	193	89	165	33	49	192	123	41	140	18	176	88	18	237
"M27161_at"	114	333	10	145	284	181	10	107	10	117	10	10	10	219	221	150	413	10	1313	108	43	10	75	83	348	587	48	194	41	10	122	104	75	36	10	128	36	10	37	59	136	31	92	10	28	10	22	10	74
"M27749_r_at"	740	403	712	110	624	87	10	233	10	10	10	10	10	10	378	26	10	295	10	154	46	10	10	10	10	10	10	10	572	10	219	187	173	88	59	10	10	442	10	213	468	113	59	10	10	10	10	811	199
"M27783_s_at"	185	290	10	59	10	10	159	10	10	57	738	10	10	10	10	10	151	10	10	68	10	55	138	10	161	76	10	10	128	10	46	143	10	16	48	212	37	197	10	135	10	56	43	10	47	214	141	113	150
"M27819_at"	72	65	31	46	481	95	308	10	135	76	10	10	10	192	261	154	49	93	10	71	10	171	148	55	63	117	220	121	49	121	120	10	10	108	10	10	10	10	21	101	111	13	17	120	132	55	25	10	84
"M27968_s_at"	10	10	10	10	94	28	106	10	10	32	10	391	10	105	126	10	10	71	1449	10	76	53	10	10	10	45	10	18	10	361	10	10	40	10	10	10	174	10	65	27	10	10	61	10	10	10	33	112	10
"M28130_rna1_s_at"	10	10	10	79	466	177	118	190	10	128	10	10	111	139	229	110	10	128	10	79	161	76	10	227	10	34	10	10	10	40	49	10	10	10	10	39	126	10	114	29	10	23	126	24	27	70	75	218	273
"M28170_at"	405	116	86	506	381	214	89	100	190	10	73	10	211	455	18	245	681	225	108	256	538	402	10	50	189	108	317	329	340	636	131	173	142	59	241	10	10	10	181	10	126	10	10	110	51	195	10	10	10
"M28211_at"	160	174	10	210	88	112	10	90	10	10	292	10	115	101	320	128	19	10	549	485	128	10	148	10	10	557	403	16	10	10	126	19	179	384	10	33	34	126	31	119	10	482	280	276	99	101	95	73	328
"M28825_at"	319	289	452	10	540	10	498	10	207	10	10	10	10	440	191	268	10	587	952	23	10	120	10	1027	116	10	1454	26	10	10	188	10	72	75	281	10	10	161	100	144	528	223	10	122	341	17	17	10	10
"M29037_s_at"	96	184	34	115	124	101	10	79	41	10	15	731	10	19	10	135	274	361	1495	52	95	79	10	10	61	69	10	10	100	1407	11	80	77	66	57	41	281	218	87	89	159	68	55	10	36	85	10	120	104
"M29277_s_at"	50	331	43	10	10	365	10	10	244	336	10	10	10	365	528	10	267	430	10	17	572	149	165	10	13	10	464	170	10	10	299	10	10	201	183	183	293	87	10	57	140	332	411	228	337	34	280	10	10
"M29458_at"	94	45	82	10	10	57	23	10	29	12	274	10	226	67	1008	35	10	10	10	29	199	84	56	10	42	114	48	15	11	10	41	19	23	28	56	44	91	10	44	45	87	10	66	10	10	10	42	272	10
"M29540_at"	87	2210	27	10	395	28	150	11	139	34	10	352	10	83	10	10	10	720	10	10	10	10	10	10	10	10	10	44	165	383	36	91	10	1009	10	45	13	161	10	10	10	10	74	10	10	10	10	75	2440
"M29551_at"	206	363	10	58	10	65	152	118	87	72	10	10	94	46	63	10	10	54	10	111	10	72	10	10	10	111	57	38	10	10	132	55	125	81	199	275	10	117	122	175	10	86	190	10	175	34	41	65	10
"M29610_s_at"	16	105	126	10	10	78	10	25	66	54	10	1402	10	10	10	40	119	63	376	60	111	331	10	126	87	105	63	10	10	63	56	10	33	51	50	35	172	10	29	10	10	13	62	10	56	10	10	52	10
"M29874_s_at"	3553	2289	10	10	10	32	10	709	10	5360	8767	10	24	10	10	10	7761	457	10	10	1581	183	10	10	1814	10	10	10	418	82	2299	16000	2822	771	2359	85	35	1723	4113	7774	10	10	10	10	10	69	15	10	30
"M30185_at"	10	10	91	10	209	10	10	22	10	177	10	10	10	106	254	103	10	10	971	137	10	167	10	47	54	58	257	216	89	845	215	115	403	221	161	10	185	234	24	173	144	90	176	160	139	133	157	223	167
"M30703_s_at"	771	10	106	66	10	10	10	66	392	66	240	10	10	10	10	10	2716	384	10	10	33	10	10	10	10	184	10	10	117	10	10	10	10	240	58	133	10	10	10	10	10	10	10	10	10	10	27	774	667
"M31166_at"	10	10	10	61	231	34	10	10	32	10	10	322	10	93	168	50	50	132	10	22	123	72	68	16	25	58	10	10	10	125	10	32	29	10	10	10	1299	10	10	26	34	31	503	120	45	10	635	1146	10
"M31516_s_at"	184	11	603	10	10	261	45	30	109	145	10	10	67	190	10	157	150	79	10	10	34	216	92	10	10	54	10	28	15	10	329	15	133	233	111	445	298	160	147	33	10	158	581	320	154	13	43	67	10
"M31520_rna1_at"	751	175	11	294	70	394	10	10	91	46	10	10	111	42	147	10	10	10	214	52	10	51	299	151	93	43	10	10	21	10	10	10	10	10	10	10	10	10	129	10	20	10	10	45	105	10	10	10	1520
"M31606_at"	10	10	10	10	10	10	10	413	10	296	10	10	10	10	437	10	18	10	10	418	10	63	10	10	10	10	177	10	79	10	10	990	887	10	116	577	1150	10	48	51	10	10	10	287	523	551	10	10	10
"M31651_at"	29	74	71	176	650	118	198	104	25	108	10	10	10	101	269	334	301	98	10	89	251	53	65	275	10	189	124	241	10	10	11	148	10	10	10	212	216	74	14	10	10	10	38	10	10	10	93	215	87
"M31682_at"	10	10	10	10	10	10	10	10	10	284	10	10	10	132	10	230	10	122	10	10	329	1157	10	10	181	10	5277	10	10	10	262	10	10	307	10	10	10	10	10	10	339	10	10	10	10	10	10	10	10
"M31774_s_at"	10	104	114	10	10	158	50	11	10	363	85	10	10	10	27	81	171	10	641	10	10	10	10	267	245	61	22	125	15	343	10	10	145	60	10	10	76	83	59	10	10	10	10	11	10	10	10	10	16
"M32334_at"	10	129	10	99	10	520	276	10	114	190	10	10	97	297	384	267	10	338	10	10	10	10	10	197	10	10	1018	76	144	10	17	10	53	218	26	10	180	10	10	10	29	94	235	23	311	97	180	229	93
"M32373_at"	113	57	130	101	626	215	163	64	10	22	220	1708	100	72	101	10	288	281	10	10	209	10	10	227	59	19	270	101	50	719	35	10	42	59	13	10	558	134	10	10	198	10	53	76	24	110	99	338	60
"M32578_at"	10	10	1619	10	10	10	144	210	289	10	469	10	583	10	302	682	10	117	10	472	19	2573	10	10	890	801	10	10	1442	952	17	10	10	10	560	169	126	10	154	148	1114	32	114	10	10	510	3742	10	10
"M32598_at"	123	65	34	124	336	24	144	145	120	221	10	10	10	10	10	10	10	310	127	10	10	72	164	157	194	10	31	127	10	26	10	66	60	43	10	10	269	72	37	10	51	10	10	10	10	107	163	10	10
"M32879_at"	10	10	10	10	10	10	570	10	10	10	10	10	10	10	10	10	10	10	4420	10	10	10	10	10	10	10	626	10	10	12065	10	10	10	10	10	10	10	10	10	627	10	10	10	10	10	10	10	253	10
"M32879_s_at"	31	250	52	142	357	44	10	164	10	112	10	10	152	152	84	10	10	10	981	133	10	114	10	10	102	322	32	10	180	10	10	48	10	72	36	169	304	10	65	135	10	106	124	168	68	79	129	47	22
"M33317_f_at"	226	158	316	327	200	133	86	10	94	33	2982	2303	10	10	10	10	234	191	229	10	157	85	177	270	10	131	26	87	10	10	89	277	842	57	10	156	79	2146	10	10	123	10	10	10	10	10	10	10	10
"M33318_r_at"	10	10	10	10	10	10	10	46	10	33	10	659	49	26	20	108	401	215	10	26	272	10	16	10	10	10	25	136	256	10	10	11	249	10	109	10	33	10	10	10	207	10	10	145	59	87	10	34	10
"M33374_at"	294	216	174	224	10	10	113	803	115	73	10	10	299	39	85	221	279	10	10	157	10	172	22	10	197	10	1074	52	236	10	21	234	337	348	103	10	235	234	447	157	10	309	10	27	263	115	230	10	90
"M33493_s_at"	2719	180	279	116	118	135	271	270	2174	1292	1223	1902	72	103	50	117	514	3138	3344	10	10	135	153	93	2086	180	58	37	275	4390	295	466	5967	495	934	356	108	9887	385	389	139	43	123	265	170	94	259	96	10
"M33772_s_at"	10	10	10	10	10	10	10	10	10	10	572	2668	10	10	10	143	150	10	965	10	144	54	10	103	10	10	21	10	10	1444	10	119	53	34	10	10	10	10	10	10	10	34	10	138	15	10	10	309	153
"M33882_at"	1246	257	709	30	1372	1667	591	3233	965	4217	495	10	1135	1917	905	487	10	355	10	345	1352	50	4932	10	221	10	164	3269	490	10	4899	376	2540	1170	134	10	735	1711	1051	878	10	4136	4959	10	642	2476	1942	415	462
"M33987_at"	10	10	22	10	123	10	71	70	79	78	520	711	10	77	32	16	10	24	10	65	25	140	48	159	213	120	118	47	26	298	23	10	55	40	12	120	150	73	10	10	36	10	10	37	10	31	85	10	23
"M34041_at"	10	10	10	10	10	10	10	308	10	10	10	10	10	10	10	10	10	10	65	10	1800	10	10	10	10	10	143	10	52	5341	10	10	26	10	441	10	274	189	10	128	415	10	10	10	10	444	10	10	10
"M34065_at"	175	68	10	10	10	41	277	102	10	47	832	689	64	188	10	165	10	10	10	168	212	10	10	10	263	10	10	10	294	304	10	10	57	57	10	10	190	74	10	82	157	133	55	86	235	70	117	219	74
"M34376_s_at"	10	1412	233	10	40	10	10	56	521	128	224	10	10	10	10	128	10	127	864	10	10	106	92	10	87	84	132	10	186	279	10	10	57	191	10	10	10	336	10	10	10	10	10	54	69	163	18	10	12
"M35198_at"	87	10	52	16	179	10	292	49	95	113	24	10	45	225	49	10	10	171	10	126	10	10	21	146	10	109	75	33	47	10	154	64	10	107	50	347	28	34	10	149	10	10	71	139	155	70	109	74	243
"M35416_at"	63	10	10	18	10	10	39	41	10	10	580	467	10	10	59	14	102	169	10	21	121	10	10	139	22	10	10	131	118	42	184	10	79	126	138	156	10	176	110	75	128	167	119	10	106	114	12	170	125
"M35851_s_at"	748	472	565	83	10	123	217	487	346	70	71	10	75	10	10	10	384	134	10	426	740	132	113	96	371	83	38	115	117	579	739	408	222	254	290	307	10	398	179	808	10	25	10	12	10	241	38	32	10
"M36118_s_at"	177	71	179	15	21	181	108	113	79	66	10	10	180	14	50	13	296	136	1152	126	10	36	10	10	10	141	327	288	249	185	61	65	10	78	93	10	93	10	10	67	10	25	10	10	111	10	185	15	10
"M36542_s_at"	10	10	10	10	10	10	809	638	941	1044	1271	362	10	10	380	166	10	10	940	714	1492	1268	853	10	10	1203	801	10	1021	561	10	10	10	708	10	10	10	10	10	76	154	10	127	10	10	768	10	10	10
"M36803_at"	85	10	470	66	10	10	10	316	554	13	1260	2006	10	10	507	154	174	766	10	123	834	436	10	255	705	10	10	10	222	895	10	892	41	202	187	72	10	10	10	419	106	10	204	139	217	656	409	324	995
"M37075_at"	114	162	15	132	794	10	163	84	89	158	42	10	19	66	10	55	10	109	708	10	10	37	10	10	244	10	10	10	10	1312	64	10	10	136	10	10	10	10	76	155	10	10	104	10	10	10	87	10	10
"M37825_at"	10	10	241	10	10	10	34	12	10	42	10	421	81	122	88	10	117	120	998	10	10	10	38	10	10	10	10	68	10	897	10	58	18	10	10	87	10	10	10	10	10	10	10	10	10	10	132	17	10
"M54951_at"	77	124	39	110	113	10	10	107	225	10	415	10	158	207	78	108	120	241	559	75	10	82	121	239	195	193	10	10	10	10	10	47	144	10	10	10	10	34	10	10	150	10	10	10	10	150	10	10	58
"M55267_at"	132	126	133	88	222	10	313	44	272	122	245	10	10	79	100	10	10	34	94	59	10	150	10	160	50	10	10	173	250	10	98	10	10	38	10	30	72	10	98	10	10	10	10	10	75	10	167	95	10
"M55513_s_at"	10	237	283	10	491	10	10	121	10	10	358	312	10	10	91	10	10	10	384	167	231	96	10	288	210	10	10	10	10	10	81	223	10	74	127	128	10	153	11	125	10	10	59	201	10	46	22	10	130
"M55542_at"	56	10	127	161	325	852	249	225	132	149	10	10	648	647	354	1084	10	18	10	40	10	292	20	151	79	45	455	1508	245	10	292	84	160	311	128	199	988	181	10	10	102	606	354	52	846	433	485	261	10
"M57293_at"	10	97	85	100	321	60	119	20	70	41	47	106	36	261	10	130	192	88	1358	23	10	145	10	48	103	120	103	110	23	10	10	10	10	10	10	10	10	10	10	18	10	73	32	34	47	30	34	10	12
