	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"37137_at"	10	26	10	10	10	221	10	91	51	122	10	10	2133	71	10	15	10	10	79	42	10	775	78	10	10	10	10	62	10	10	10	10	153	18	10	368	10	552	10	10	10	120	678	10	228	86	8561	18	368	10	10	503	10	10	10	18	10	10	271	10	317	10	89	10	10	109	578	10	97	10	10	10
"37138_at"	10	366	10	124	285	226	702	10	1321	10	3472	10	10	941	643	1306	10	413	412	10	10	10	10	10	10	180	10	10	139	10	10	10	55	10	10	10	10	10	10	10	10	10	207	495	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	10	10	10	10	10	10	10	10	10	10
"37145_at"	10	10	10	10	255	1285	10	1349	898	496	10	422	7968	74	83	106	197	10	1755	10	229	4835	235	10	10	10	10	43	1687	10	10	10	186	10	534	2284	10	971	249	74	10	1309	3026	10	501	112	16000	758	5449	10	484	343	1094	10	10	887	245	10	1020	10	1268	10	10	10	10	1718	985	618	10	10	10	10
"37148_at"	10	10	10	10	10	10	10	1079	288	52	10	10	1003	10	10	10	10	10	10	23	390	303	10	10	61	170	10	446	961	10	1423	3289	2999	7587	613	355	763	2785	10	172	8295	1031	7959	137	554	2957	578	1845	10	10	255	3049	83	10	10	1520	10	2580	19	210	2490	10	1534	5049	9516	2536	854	269	7814	449	288	10
"37149_s_at"	10	10	10	10	278	10	10	1476	173	10	11007	3860	7228	10	10	10	10	424	10	10	3919	217	10	10	985	10	10	10	8410	10	16000	10	1119	10	10	10	10	10	661	10	10	5203	10	10	10	10	10	561	10	10	10	10	10	10	10	16000	10	10	10	10	6605	10	10	10	10	10	10	10	10	10	10	10
"37151_at"	10	72	10	10	10	11	113	10	797	211	181	10	10	139	889	550	10	10	10	402	10	541	10	10	143	456	266	10	10	21	325	241	10	459	10	10	1858	177	221	1349	3562	10	662	345	10	671	109	1183	892	351	2822	5585	810	2006	524	1046	661	2593	10	835	2156	10	2317	2772	4251	379	741	10	2783	3770	2500	2795
"37154_at"	56.3	38	23	10	40	10	20	10	15	99	64	46	135	136	10	10	235	49	10	1302	142	29	109	10	112	10	33	10	164	10	44	90	24	21	10	10	10	10	37	10	108	46	162	98	416	210	59	10	10	176	10	64	46	160	10	39	10	100	10	470	10	10	82	10	10	101	10	178	10	14	122	94
"37155_at"	208	10	17	59	524	29	152	25	10	10	10	128	64	10	187	49	10	10	298	10	622	10	37	225	10	10	10	10	10	156	10	67	19	174	222	10	78	10	50	10	31	10	185	10	244	91	10	94	233	513	10	62	268	125	10	10	10	10	10	10	525	10	216	10	270	238	10	304	10	10	10	10
"37159_at"	4260.6	4907	746	1769	4122	1950	9279	5022	2891	3578	10996	1169	678	8151	1867	3895	205	2791	3571	1316	5228	694	3980	336	2405	1879	3183	1753	1521	2242	2558	2478	2118	2638	10	2406	2606	2395	10	3291	10	7080	10	3571	10	10	10	10	10	390	10	404	10	116	10	10	10	10	10	10	10	2270	10	10	10	10	10	10	10	10	10	10
"37160_at"	131.9	41	10	170	131	160	59	10	208	10	10	121	124	223	317	163	67	24	10	60	112	10	119	94	20	10	138	144	148	75	132	10	10	135	10	44	10	10	86	10	133	122	32	178	10	10	10	66	10	10	145	10	114	46	59	10	10	10	10	94	10	109	210	10	10	10	10	10	528	167	43	202
"37165_f_at"	10	10	10	10	10	10	10	4863	10	10	10	10	492	10	10	10	10	10	10	10	3311	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3784	10	10	10	10	10	10	16	1207	10	10	403	10	10	10	10	10	10	10	10	10	12003	10	8960	10	10	10	10
"37414_at"	83.5	10	83	10	10	90	83	171	208	86	200	10	10	10	10	202	128	50	110	10	10	73	70	10	105	144	10	44	95	105	10	119	23	10	69	10	10	10	126	10	224	21	10	73	352	62	10	241	247	147	147	151	48	213	589	51	256	134	294	224	1070	10	572	383	10	341	10	10	18	195	143	44
"37417_at"	10	10	10	449	10	10	10	10	10	10	10	10	10	333	103	242	479	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1351	522	10	336	296	10	10	10	358	10	10	10	1240	10	10	10	10	316	10	10	10	10	10	10	105	10	74	1580	10	80	10	10	10	10	10	10
"37434_at"	349.3	316	94	149	524	10	10	10	276	10	10	10	389	10	67	10	10	117	368	148	211	139	425	105	49	10	492	10	93	42	10	219	122	684	368	236	185	10	86	377	614	10	529	10	442	10	375	10	10	392	178	201	359	338	72	10	872	10	10	78	883	10	516	10	10	10	461	918	10	127	10	10
"37444_at"	404.5	339	10	10	73	287	285	192	364	276	324	66	231	382	10	10	605	301	184	112	339	718	355	221	59	10	429	10	313	42	117	10	80	10	193	101	10	76	639	391	512	191	473	372	26	16	357	10	10	128	10	174	120	666	179	232	282	452	10	230	10	10	366	10	455	280	299	366	412	152	10	10
"37446_at"	995.6	244	203	1726	10	195	505	614	284	189	1171	1318	618	1521	10	197	10	10	2511	260	25	409	185	372	30	27	76	10	43	27	10	66	175	366	10	418	21	489	12	103	33	10	159	250	127	273	191	54	188	70	44	56	30	146	107	10	415	130	157	162	319	10	10	10	137	238	188	107	68	10	68	10
"37452_at"	231.4	252	549	391	1502	378	126	1211	1256	281	1358	959	1507	754	10	99	10	602	914	414	117	789	424	83	298	154	348	331	243	993	1109	209	910	504	302	933	83	561	396	39	10	10	1309	185	1481	88	757	10	10	10	207	270	10	10	1705	10	10	637	10	10	10	10	10	10	10	10	10	657	130	28	143	10
"37455_at"	74	10	10	10	10	126	73	10	10	10	10	41	10	193	330	10	10	10	344	10	47	10	10	10	10	10	141	10	10	10	10	10	10	10	10	10	343	78	107	27	10	456	10	10	10	794	700	10	972	391	1282	10	390	489	76	10	676	195	10	142	10	10	10	10	10	384	10	48	10	288	373	10
"37456_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	222	497	10	10	367	11	10	163	10	346	121	10	10	10	10	10	10	10	5818	10	10	816	10	319	30	307	10	10	10	10	10	10	10	1810	10	48	10	10	1312	1670	16000	10	10	10	14072	10	182	10
"37458_at"	509.9	1481	130	636	651	1084	624	568	532	1697	1641	319	10	1429	1521	1022	553	1072	1270	438	10	689	1266	849	953	178	465	10	142	604	221	335	44	10	867	1724	498	10	10	1383	944	10	421	339	10	10	17	36	10	205	75	10	483	10	1249	610	313	10	10	10	10	10	10	10	64	86	10	105	10	10	29	10
"37463_r_at"	598.7	10	150	936	932	1246	2740	10	443	10	847	2442	892	10	1917	2088	10	1927	1004	10	10	2110	1467	313	1804	2441	817	1812	1560	857	1218	1046	670	10	1063	10	10	1902	10	10	10	10	10	10	10	1403	10	1556	2167	10	490	340	10	550	10	10	10	10	10	10	10	1255	10	10	901	10	236	10	10	10	247	10
"37467_at"	832.8	2409	640	2591	10	1647	1319	2185	601	1481	3955	6399	7931	6866	671	2255	1041	351	4396	931	10	8208	658	363	99	10	1180	2990	1925	3181	405	115	354	754	10	3216	265	3468	2683	322	10	4851	3718	2980	111	10	48	10	390	311	10	20	10	206	10	10	448	114	10	10	10	10	10	10	282	10	433	10	10	10	843	10
"37477_at"	48.7	77	81	10	10	10	55	10	87	80	10	10	10	56	10	10	70	10	77	75	92	355	107	19	60	74	10	103	10	10	148	45	158	10	24	10	277	173	36	146	109	243	73	10	86	13	10	230	10	11	11	110	114	133	10	17	10	96	86	112	10	153	809	147	189	262	198	10	35	10	121	443
"37483_at"	12	248	10	133	18	243	86	137	314	374	38	113	138	74	193	394	10	52	171	63	24	683	115	17	328	459	284	164	104	526	120	189	104	534	204	401	415	25	33	51	13	116	369	407	10	10	10	10	10	10	55	61	10	10	36	10	10	10	10	33	10	10	10	10	57	10	10	10	643	10	10	10
"37498_at"	188.2	67	162	279	45	10	314	432	10	10	25	10	663	10	69	29	10	10	255	462	40	64	225	198	10	10	10	10	10	10	10	10	10	10	31	10	10	26	10	10	10	10	10	10	252	125	362	10	43	170	189	147	161	10	10	10	227	132	273	196	10	10	10	67	10	156	268	147	10	260	10	355
"37500_at"	10	158	10	181	200	10	358	390	114	90	536	129	547	421	181	1900	10	37	581	651	10	253	10	10	422	104	107	10	10	25	10	231	57	275	69	161	107	264	10	63	55	10	10	138	229	10	14	10	91	75	10	10	21	752	125	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	90	10
"37502_at"	161.2	396	10	63	181	461	257	282	130	650	280	158	10	425	318	270	10	10	556	50	54	285	385	81	153	10	10	10	10	101	127	59	10	209	189	422	247	47	10	573	341	35	173	119	10	10	10	10	10	34	235	10	229	10	339	203	159	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"37504_at"	80.7	145	120	10	193	42	57	10	62	202	150	67	56	116	10	10	28	68	43	92	55	76	79	10	63	43	193	10	13	16	48	10	180	229	10	95	51	17	146	69	46	296	99	158	10	49	66	10	10	33	115	45	66	10	234	13	247	206	10	48	10	438	366	211	109	326	421	388	156	10	91	10
"37514_s_at"	462.9	10	48	10	10	10	113	392	210	10	10	10	10	10	361	10	10	10	10	10	10	383	273	10	43	262	10	10	10	10	214	301	10	194	10	311	370	10	10	229	10	10	10	507	157	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	364	10	10	26	10	62	10
"37772_at"	10	640	52	486	10	454	992	750	440	10	1032	219	525	804	417	1797	10	354	1213	72	402	10	10	75	10	10	598	298	10	186	10	10	10	431	36	10	10	10	10	10	10	512	429	467	10	10	56	57	243	214	10	10	10	10	411	10	10	916	10	10	10	10	272	10	10	10	283	10	125	10	10	10
"37775_at"	1657.5	698	360	768	2702	1179	2294	1785	1501	909	691	924	1384	231	3148	758	1294	643	1382	2639	2575	1555	708	590	257	116	2915	1217	509	49	805	763	10	10	221	2726	734	63	935	1964	10	1983	674	1397	541	10	511	10	2049	4247	10	10	199	2853	31	11	1298	10	798	519	845	1436	1214	168	10	10	10	255	10	262	279	40
"37780_at"	807.1	5114	1718	10	272	775	5925	7783	12	104	6225	246	10	1023	10	10	10	47	124	39	135	139	12734	431	12	18	10	10	10	10	10	23	28	96	10	44	10	10	27	164	118	37	70	29	10	70	10	10	10	16	10	10	10	176	10	10	134	81	10	151	10	10	10	10	10	40	143	10	10	213	10	10
"37782_at"	129.2	10	10	10	250	10	65	10	10	10	10	10	357	10	26	10	10	10	10	441	179	112	10	10	10	10	161	93	10	96	93	160	10	180	10	86	10	10	53	10	10	10	251	10	210	229	10	534	238	89	44	10	313	10	98	216	446	385	306	172	71	160	136	220	10	426	378	10	10	307	10	508
"37785_at"	10	17	262	10	36	10	10	201	149	10	10	10	10	10	10	10	10	10	66	217	299	503	159	10	128	280	284	10	10	10	10	10	139	10	13	181	10	10	10	402	10	10	10	10	10	10	10	10	10	10	10	136	10	10	10	10	27	10	10	10	10	10	10	10	10	197	383	10	376	10	249	10
"37786_at"	47.2	67	164	10	207	81	151	243	570	178	28	24	106	154	10	48	10	119	185	121	247	161	89	10	56	40	282	10	38	76	68	143	15	145	115	112	10	10	10	10	10	10	68	288	10	22	10	10	10	10	72	10	10	10	10	10	10	36	66	19	10	10	44	39	10	138	59	10	64	28	10	10
"37804_at"	368.7	329	445	10	284	43	94	67	10	331	10	338	588	25	10	10	71	10	114	211	156	225	241	68	198	98	377	59	26	112	80	10	10	363	111	10	10	10	156	223	695	500	88	35	266	56	243	10	112	154	272	15	95	149	109	89	33	30	90	21	99	302	220	10	22	51	191	183	10	10	110	10
"37809_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	62	10	10	71	10	10	10	10	52	648	10	5157	3043	3038	2559	2353	48	297	10041	2854	2763	10	4668	2853	1276	2620	11389	7553	13520	391	2164	1684	10	10	354	5268	5875	3285	6596	1655	899	1891	2430	10	3750	122	3199	6389	1057	1512	2028	4358	1947	148	10	1642	10
"37810_at"	167.5	140	34	162	216	118	130	10	209	157	325	203	191	267	325	10	10	25	18	10	10	10	34	169	77	10	1140	283	10	10	631	47	145	343	195	444	112	215	1471	256	907	1157	1394	1115	491	546	372	108	324	156	1010	183	664	2144	579	283	1751	1398	122	3324	944	1879	3381	590	10	606	1818	1444	191	43	646	10
"37813_at"	175.8	147	10	71	328	109	10	137	51	10	531	217	10	225	10	166	156	10	93	235	191	381	10	10	10	234	10	10	218	13	10	10	10	605	141	367	336	312	606	366	286	219	10	412	10	10	342	290	58	580	65	10	145	10	335	581	561	10	10	280	644	10	579	596	161	455	246	366	433	10	491	10
"37821_at"	168.8	94	125	10	10	107	97	1129	10	10	356	10	10	96	10	10	10	10	92	17	10	10	125	95	106	100	152	10	32	10	108	10	10	10	10	134	10	10	10	195	91	10	126	10	49	10	10	10	10	121	99	18	96	608	164	30	258	10	10	255	129	10	317	10	117	222	10	361	45	269	196	10
"37824_at"	10	10	10	76	39	10	50	10	55	25	10	189	10	11	10	54	10	10	124	73	10	10	10	159	158	69	92	10	178	244	214	63	41	10	118	10	10	10	10	10	10	10	10	10	1066	10	115	833	10	678	10	1064	471	140	1589	34	10	34	70	10	10	10	1267	10	10	10	10	1881	10	769	747	1836
"37833_at"	432.1	72	160	10	10	132	192	445	350	287	607	340	10	526	10	10	10	375	382	15	10	286	403	10	15	76	39	10	10	10	10	10	183	686	10	10	10	10	328	571	437	10	10	108	10	40	10	10	10	10	10	10	10	148	201	10	449	10	10	293	10	10	418	10	10	212	56	10	269	10	10	10
"37840_at"	78.9	10	40	10	65	10	15	10	47	156	10	46	151	140	10	81	76	71	75	28	77	119	10	37	74	41	72	10	172	33	10	146	12	174	95	128	10	128	10	287	43	10	140	61	276	173	100	10	10	10	10	68	145	93	10	85	59	135	10	331	10	63	44	10	10	136	144	10	152	18	183	10
"37847_at"	10	535	36	240	10	10	10	10	553	13	129	488	71	678	10	10	10	10	10	10	10	809	10	10	10	292	10	10	10	10	86	10	10	10	143	10	218	200	33	599	10	10	10	10	610	10	21	202	225	160	10	10	10	157	37	10	122	10	221	10	364	602	185	10	10	10	48	10	10	10	10	624
"37857_at"	172.1	110	76	10	99	127	10	10	65	249	10	10	10	10	10	10	78	154	10	87	78	341	379	10	194	102	222	14	10	10	10	258	129	10	79	10	65	10	194	449	331	10	49	61	489	235	454	44	10	10	38	119	175	715	304	38	10	172	10	496	10	204	422	60	74	266	286	219	167	47	179	230
"37861_at"	158.3	95	50	10	142	64	57	106	116	42	10	10	65	10	10	54	10	103	10	10	69	10	148	29	40	142	110	10	11	10	31	157	23	516	96	15	10	10	96	14	223	10	1866	10	200	94	193	86	10	10	10	10	60	44	83	304	151	206	10	87	10	205	10	10	14	47	89	157	924	430	91	10
"37863_at"	35.9	10	10	1622	35	49	10	32	33	10	10	13	53	10	10	109	18	118	28	27	10	94	10	10	33	11	10	10	855	10	10	56	78	124	58	103	10	51	10	40	116	390	97	235	85	10	10	127	10	10	10	55	10	10	10	162	166	70	154	75	14	10	85	153	52	110	153	10	10	21	77	10
"37864_s_at"	148.5	1181	976	1794	1805	13634	1244	6228	2790	2377	474	3718	16000	1480	5893	1341	764	10	4685	16000	10	9632	8442	59	597	10	170	566	10	483	10	177	10	5706	10	653	1380	1561	10	434	10	1913	5847	10	16000	337	10	7274	957	1263	3504	10	11075	10	10	16000	4720	5955	10	3842	3886	348	281	16000	10	16000	9125	2102	7019	975	16000	10
"37866_at"	10	383	142	10	10	10	96	564	10	10	544	22	282	10	10	444	62	10	424	416	245	10	10	10	313	10	466	10	10	153	430	10	10	10	14	207	674	10	658	10	456	10	10	677	484	241	861	310	435	422	728	914	10	10	787	1033	1003	10	618	995	1734	10	1523	492	306	1154	687	1041	420	576	779	67
"37876_at"	67.7	278	106	10	44	85	106	199	177	188	77	42	65	18	56	16	147	34	146	190	75	183	256	58	80	10	10	32	23	65	75	10	38	123	52	58	102	10	75	71	10	74	32	10	10	10	195	57	268	192	10	10	106	10	97	157	97	10	24	118	185	243	10	10	10	31	295	69	56	106	10	10
"37877_at"	204.6	823	204	10	460	849	10	1748	889	1001	10	1240	1551	1381	10	91	10	162	1012	168	1810	225	290	271	142	628	211	152	232	10	337	382	826	10	784	10	10	10	611	1001	1612	594	154	157	1263	228	1191	10	10	16	10	31	1486	675	975	756	10	666	1977	314	10	315	10	10	10	2408	46	1838	250	10	10	10
"37884_f_at"	199	127	13	20	10	353	91	10	10	82	165	10	12	35	10	10	82	39	33	67	10	10	10	138	77	83	132	10	10	10	30	51	10	18	10	125	10	29	57	154	111	10	151	47	70	57	77	16	10	29	89	104	87	381	160	74	10	175	18	96	10	10	79	10	21	28	60	115	110	247	24	10
"37887_at"	349.5	603	10	253	10	123	10	10	640	586	110	202	10	984	10	511	58	310	290	26	10	258	121	326	57	152	19	10	10	10	10	181	292	20	10	245	10	10	10	20	10	10	10	180	10	10	10	10	10	10	10	10	178	10	75	84	42	10	10	10	10	10	10	10	10	10	10	10	10	10	131	139
"38128_at"	162.6	378	83	296	416	458	294	660	44	10	613	853	1123	272	10	314	10	10	165	255	10	355	345	153	113	60	508	10	245	47	10	10	10	850	213	1272	10	10	347	572	10	533	34	10	948	88	373	310	1159	430	400	368	1921	1239	516	639	495	10	2208	724	1546	167	188	145	516	970	414	920	1278	10	253	646
"38138_at"	170.7	10	10	10	10	10	10	10	485	10	523	408	600	10	10	10	10	92	10	10	10	280	10	10	846	784	550	1704	2885	119	601	10	377	9858	901	399	3039	660	10	331	12595	3450	7709	702	10	2749	10	1842	10	10	10441	14571	10	10	248	1627	10	1649	10	10	292	10	1082	1583	12237	10	328	140	8051	10	727	10
"38139_at"	123.7	322	13	10	215	232	367	248	183	433	163	10	205	243	10	631	10	103	359	333	170	143	320	109	367	73	547	90	10	299	385	177	78	985	414	316	417	67	204	378	1058	34	331	237	50	112	41	10	10	50	141	293	149	943	104	62	10	10	10	195	10	107	368	10	10	19	144	10	262	28	286	10
"38140_at"	10	67	41	17	10	10	10	10	201	322	45	54	12	168	10	10	72	69	82	10	10	10	10	32	75	10	156	10	10	10	28	10	10	116	88	10	10	74	88	10	115	25	97	116	256	10	96	10	10	10	10	10	123	201	103	139	94	10	120	161	10	111	302	10	135	100	60	89	128	311	203	15
"38143_at"	34.8	10	67	10	10	147	64	45	195	41	136	10	85	111	10	57	10	10	39	93	44	10	10	55	37	38	10	10	35	10	156	10	10	67	11	52	120	68	37	10	251	94	194	143	213	177	205	10	10	10	184	15	197	48	200	72	102	198	125	161	10	29	51	219	27	106	151	10	103	266	234	10
"38146_at"	19.1	74	35	10	117	30	84	100	96	99	35	10	30	40	10	10	10	10	46	90	10	74	79	32	53	47	91	10	10	10	90	85	10	217	85	152	10	10	86	45	59	10	51	86	206	10	101	10	10	10	27	80	141	345	103	90	98	134	98	125	13	10	125	10	10	234	91	74	63	508	179	206
"38147_at"	10	38	91	46	10	10	14	31	10	36	10	78	194	10	83	13	52	27	10	10	2166	146	10	10	10	10	10	10	10	10	10	10	10	10	16	10	43	10	10	10	10	10	333	10	10	10	311	10	28	385	10	61	588	998	10	10	664	10	406	10	91	10	1091	10	54	78	14	21	10	10	346	146
"38153_at"	10	10	366	10	503	384	239	10	10	10	10	10	432	10	10	10	324	209	10	554	10	10	10	10	10	322	10	10	10	267	28	10	10	10	10	686	10	10	10	10	10	410	10	10	10	666	728	10	10	10	10	10	10	464	10	10	10	10	381	948	10	282	10	10	10	827	10	515	10	10	10	10
"38166_r_at"	938.4	1811	10	10	1229	356	230	842	10	1919	70	22	1230	2188	142	10	10	1505	1270	2099	134	483	10	10	625	10	623	10	41	10	287	758	296	1723	10	63	501	172	2036	2712	3045	33	2216	624	2212	10	2531	2272	874	1372	1284	1078	2435	2817	2755	2793	2458	3270	3143	3061	2257	10	3063	448	1250	338	2910	2162	3429	2488	3159	2705
"38169_s_at"	144.7	86	223	112	232	10	134	260	336	304	355	279	88	43	127	60	422	196	146	10	307	452	10	192	134	141	130	271	110	10	207	184	52	438	159	10	10	10	10	10	10	360	10	208	223	271	210	10	10	235	183	287	274	10	10	305	422	10	10	440	10	109	10	10	94	366	458	302	208	10	10	10
"38179_at"	269.4	363	52	56	166	229	274	214	165	143	315	109	10	70	89	301	10	10	209	169	209	10	179	49	107	178	219	86	10	91	97	63	32	316	97	250	106	10	10	95	184	481	171	144	199	10	10	236	10	10	53	79	16	10	10	133	43	10	57	10	10	45	10	10	10	10	10	10	120	10	59	10
"38182_at"	605.2	116	303	10	1604	425	67	98	149	132	571	57	93	10	10	214	350	106	276	21	584	30	603	261	78	267	673	796	79	836	932	1049	657	39	10	1121	10	141	169	10	101	94	1126	280	10	112	342	10	10	27	10	20	17	10	10	10	23	59	10	11	10	119	221	306	122	58	10	288	10	171	18	18
"38190_r_at"	498.5	272	10	548	479	389	751	524	476	619	491	294	380	663	1055	749	645	207	515	10	148	640	414	10	55	99	883	792	193	494	921	571	368	10	10	905	1065	10	10	96	71	265	274	416	560	10	10	10	10	79	10	316	402	31	10	10	10	10	10	10	10	10	10	10	367	10	10	10	896	601	10	179
"38192_at"	273.7	223	10	61	116	72	190	301	18	400	167	71	110	170	10	269	10	203	241	144	93	221	151	10	265	199	389	103	10	209	96	93	101	52	57	185	309	18	39	144	10	185	10	96	193	10	35	10	10	58	92	241	181	287	135	113	10	10	62	87	10	139	32	10	50	10	10	10	39	10	162	10
"38194_s_at"	402.2	3507	5189	1377	2725	16000	3082	11337	2192	2479	886	2441	16000	2721	6795	286	122	199	4683	16000	290	16000	14885	508	1289	10	1315	6652	187	1275	655	294	44	6773	371	3109	3199	612	529	947	412	5342	16000	32	16000	863	3585	8920	4927	1113	5933	10	10094	104	10	16000	9952	7515	2851	6611	13703	1141	1880	16000	1533	16000	13571	4640	15755	1328	16000	10
"38207_at"	301.2	57	23	128	259	115	125	20	149	125	13	162	285	340	10	10	92	1159	82	76	1346	561	73	109	10	584	317	124	89	10	53	303	239	236	98	45	12	69	272	121	364	10	178	712	3295	1273	279	205	780	1019	1001	217	1428	939	10	790	2677	1371	2912	568	2170	1651	2449	1624	10	2092	2360	2688	474	173	10	651
"38209_at"	23.5	10	74	33	115	85	144	138	10	10	246	10	289	64	10	10	10	10	83	194	192	189	104	10	10	10	10	10	10	10	10	138	573	10	10	10	107	52	64	10	10	10	10	10	10	10	52	10	10	10	914	23	195	15	10	10	10	231	10	10	10	196	10	10	52	10	10	43	188	10	10	10
"38214_at"	857.9	388	389	10	471	673	487	631	572	10	10	10	132	1021	627	522	10	72	514	539	48	10	578	250	531	387	624	10	10	10	10	525	10	312	498	10	10	25	10	311	483	10	10	631	10	460	10	10	535	10	10	329	580	10	10	10	10	494	10	10	10	10	10	10	10	389	10	788	694	10	10	10
"38215_at"	10	10	10	47	273	10	292	652	456	1425	10	10	1008	1505	1858	225	323	292	702	1134	346	254	10	10	10	10	371	1020	521	499	10	10	10	10	10	1385	10	244	811	10	10	248	1215	27	10	19	10	80	491	260	292	10	10	702	92	10	954	1406	10	10	10	10	10	10	10	10	10	10	10	1452	425	10
"38218_at"	187.6	68	10	238	55	10	22	10	44	286	62	410	10	773	10	127	10	90	487	1361	316	242	10	10	230	10	410	348	10	95	222	403	698	1409	297	158	224	401	219	211	627	240	322	868	10	77	10	10	10	10	74	1025	10	62	10	428	10	444	10	10	10	785	620	104	374	76	675	259	46	10	10	10
"38223_at"	10	10	62	10	10	10	10	33	106	10	62	107	77	390	10	800	29	100	52	10	580	149	38	10	122	240	875	104	849	620	882	288	358	2363	156	463	209	687	10	891	467	1828	473	1903	10	23	10	208	10	10	284	607	125	26	423	298	67	290	10	114	156	65	927	308	565	282	670	10	617	10	23	10
"38224_at"	227.1	462	60	10	152	102	189	41	10	48	109	46	123	165	10	10	10	10	140	44	168	148	168	79	92	47	124	92	10	100	10	10	10	350	34	10	10	10	10	10	908	296	10	46	10	30	10	10	10	10	102	10	153	220	10	10	10	10	10	10	10	91	10	10	10	10	10	10	77	10	10	10
"38242_at"	6235	3842	1149	8709	7685	4733	6602	4537	10261	14075	6540	12135	3068	10216	13441	15203	2893	6553	12979	14472	16000	7423	5329	3981	7812	400	6646	2007	1112	4594	5405	1738	2021	347	1085	3942	5267	1962	288	3371	10	2425	5065	6179	10	262	101	10	10	162	84	10	124	51	119	47	136	10	647	98	10	354	10	10	10	123	10	53	205	445	53	10
"38490_r_at"	17.7	68	101	181	10	10	88	10	10	10	10	196	10	10	40	346	10	53	844	10	10	10	10	17	10	10	798	10	57	22	111	10	126	228	24	10	10	114	10	20	10	575	49	312	49	10	10	242	10	10	44	66	79	83	10	10	10	93	10	110	10	36	10	10	142	10	93	106	53	63	10	10
"38496_at"	83.3	143	171	44	10	131	135	179	13	158	10	188	109	50	10	10	418	10	10	58	169	36	10	159	26	40	87	107	763	15	10	70	44	10	50	44	96	83	173	10	10	10	51	122	35	10	87	10	31	214	93	10	160	219	76	166	255	180	10	10	148	69	495	10	31	110	314	183	27	10	46	108
"38497_at"	56.8	74	19	10	10	63	51	322	152	190	38	10	23	250	10	32	305	116	10	130	190	186	215	10	28	12	26	10	10	10	10	161	102	100	19	309	29	10	10	87	352	10	94	15	39	66	147	295	11	93	75	61	225	203	276	10	10	472	65	75	10	10	229	10	10	10	10	92	59	10	39	347
"38505_at"	162.5	538	280	578	96	42	422	1048	412	132	1036	519	100	10	569	1400	45	10	307	229	383	44	216	139	267	10	416	10	2428	168	304	21	319	334	10	397	358	908	10	10	368	713	10	631	10	10	205	225	150	179	215	379	10	10	129	10	10	37	210	10	1141	348	721	1103	67	601	10	10	114	97	10	10
"38506_at"	10	10	10	10	702	10	10	10	442	10	10	34	10	10	10	10	10	10	10	519	10	10	10	15	205	10	28	10	10	10	10	10	123	10	10	10	10	10	420	192	10	10	406	10	225	10	467	143	10	10	10	152	10	10	34	10	10	405	317	10	10	340	10	10	162	10	340	841	55	10	50	10
"38509_at"	483.3	369	230	10	10	471	1019	57	75	114	216	79	10	693	10	86	10	178	28	102	578	140	1011	115	155	33	170	10	119	10	10	392	51	10	10	331	10	10	13	27	10	10	40	10	10	10	10	10	10	10	27	10	10	10	10	10	10	10	10	23	10	15	117	10	123	10	43	10	10	10	14	10
"38514_at"	11060	339	328	10	16000	736	16000	11834	11876	6661	11300	10	540	16000	16000	1398	16000	4087	216	16000	11336	15549	4305	1254	938	10	6678	10401	10	1086	6451	90	10	10	5570	14629	6293	10	16000	4212	10	1794	624	10	4920	10	10	11047	844	308	10	10	3584	3152	16000	1630	548	70	1652	4286	488	3380	10	189	522	547	133	460	267	1987	4243	1920
"38522_s_at"	1434.1	1875	473	125	4132	1055	1578	907	307	851	524	141	1702	360	1787	30	2873	79	467	4008	1100	1631	1843	410	618	10	797	647	10	472	289	150	82	126	29	708	531	10	342	786	185	139	761	232	10	10	274	36	41	10	195	10	19	101	761	91	27	10	10	10	101	10	176	10	41	30	32	10	10	68	166	10
