	"Brain_MD_12"	"Brain_MD_61"	"Brain_MD_15"	"Brain_MD_57"	"Brain_MD_33"	"Brain_MD_64"	"Brain_MD_17"	"Brain_MD_62"	"Brain_MD_63"	"Brain_MD_32"	"Brain_MGlio_1"	"Brain_MGlio_2"	"Brain_MGlio_3"	"Brain_MGlio_4"	"Brain_MGlio_5"	"Brain_MGlio_6"	"Brain_MGlio_7"	"Brain_MGlio_8"	"Brain_MGlio_9"	"Brain_MGlio_10"	"Brain_Rhab_1"	"Brain_Rhab_2"	"Brain_Rhab_3"	"Brain_Rhab_4"	"Brain_Rhab_5"	"Brain_Rhab_6"	"Brain_Rhab_7"	"Brain_Rhab_8"	"Brain_Rhab_9"	"Brain_Rhab_10"	"Brain_Ncer_1"	"Brain_Ncer_2"	"Brain_Ncer_3"	"Brain_Ncer_4"	"Brain_PNET_1"	"Brain_PNET_2"	"Brain_PNET_3"	"Brain_PNET_4"	"Brain_PNET_5"	"Brain_PNET_6"	"Brain_PNET_7"	"Brain_PNET_8"
"M85165_at"	10	10	121	10	10	137	12	365	142	393	10	10	10	10	242	83	10	10	10	32	10	117	132	139	10	55	41	51	46	20	42	10	86	354	67	10	10	111	10	250	10	183
"M85220_at"	10	10	10	10	10	94	10	10	10	10	10	513	712	10	436	10	126	10	10	376	10	10	10	120	10	10	10	10	10	10	364	10	10	10	10	227	182	212	10	10	10	10
"M86406_at"	10	16	10	14	70	293	126	272	10	144	683	16	149	10	396	29	717	18	10	709	44	10	246	402	31	10	146	153	61	200	10	10	10	1221	353	175	10	247	361	10	1266	390
"M86849_at"	10	10	10	10	18	10	10	10	10	10	10	10	10	10	10	305	301	10	10	10	10	10	10	10	10	10	1658	10	65	100	10	10	10	10	10	10	10	10	10	10	10	10
"M87338_at"	127	16	31	10	10	66	50	10	10	417	10	10	10	177	10	134	10	10	10	42	386	172	236	80	80	10	30	10	12	10	157	10	10	499	474	55	57	392	10	416	501	10
"M87499_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	243	10	10	10	10	10	10	134	10	10	30	10	10	75	10	1302	10	10	10	82	57	10	128	49	256	544
"M90657_at"	232	10	47	10	95	10	10	609	81	10	10	10	110	10	237	298	317	489	10	10	11	10	1069	11022	505	452	635	2331	1833	10	10	10	10	10	10	88	10	10	10	10	10	10
"M91036_rna1_at"	1991	18	149	60	388	10	10	280	108	168	10	10	125	10	47	10	87	129	10	10	332	115	33	1757	2516	6644	149	405	40	195	10	281	51	10	89	10	10	937	351	138	10	93
"M91196_at"	10	311	10	10	10	52	10	10	10	10	10	999	10	10	10	10	10	10	553	775	10	10	10	251	10	10	100	361	47	10	856	10	10	10	165	10	10	351	10	10	10	10
"M92357_at"	10	44	10	19	10	10	10	10	10	45	245	10	10	10	74	477	10	10	379	10	84	92	80	10	152	1513	10	505	175	376	169	10	137	10	10	14	442	1359	94	64	10	180
"M92432_at"	10	10	10	10	10	10	10	10	10	10	10	10	77	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	66	10	22	10	10	10	519	10	133	10	1540	10
"M93056_at"	79	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	33	10	10	10	10	10	10	598	10	385	10	76	29	10	10	10	10	10	10	283	96	212	10	10	10	10
"M93119_at"	790	6675	7837	7631	3739	5969	2608	13887	1933	9390	696	240	96	1983	552	291	207	674	450	47	41	88	79	119	10	31	68	399	51	10	1444	56	1202	1372	10	20	10	65	84	9280	10	294
"M93426_at"	186	245	1160	47	226	121	655	1509	32	487	13885	9249	9141	16000	8411	12971	8098	831	16000	5705	3771	36	77	9431	37	177	575	4056	65	35	2471	2090	2003	2552	824	266	4923	163	361	3099	811	4983
"M94167_at"	89	221	10	11	10	10	10	10	10	41	1125	295	10	10	1836	10	10	10	10	206	10	10	81	1832	10	10	10	10	10	431	333	10	10	10	10	10	307	10	658	1109	892	378
"M94345_at"	418	10	219	10	10	118	215	10	10	10	10	213	10	53	146	892	868	1514	10	10	1344	227	183	3367	633	488	876	209	351	10	10	10	10	10	403	10	2163	141	267	114	10	428
"M94547_at"	10	10	10	99	10	10	10	10	174	231	10	10	10	10	10	10	10	10	10	10	330	128	10	616	139	10	10	10	124	10	10	10	10	10	67	10	10	10	10	10	10	10
"M94633_at"	29	10	104	63	10	16	10	116	10	10	78	207	10	10	10	21	15	48	135	10	10	43	84	10	15	10	26	99	30	155	206	627	10	10	67	18	10	10	153	84	10	10
"M95167_at"	63	10	10	568	10	10	2116	6514	10	10	10	10	10	35	10	10	252	10	10	10	10	10	10	208	10	10	10	53	10	10	1505	10	10	10	10	35	10	10	321	3756	10	10
"M95929_at"	1116	10	173	124	10	10	515	63	10	10	10	901	10	371	10	844	27	647	10	1565	174	10	10	89	10	1020	53	776	531	315	3236	4292	1298	650	376	483	336	378	351	764	1598	885
"M96789_at"	10	10	10	10	10	10	241	10	76	10	10	10	10	10	10	10	10	10	10	10	49	224	10	10	10	601	10	10	211	10	10	10	10	10	10	456	509	10	113	10	10	10
"M96944_at"	10	10	10	37	10	102	10	10	10	10	65	10	10	171	101	98	10	10	10	150	10	10	10	10	10	10	10	10	10	10	10	10	250	131	10	10	10	59	74	156	10	10
"M97496_at"	10	10	10	10	10	231	19	99	10	121	496	267	303	383	54	10	348	155	10	225	10	43	210	10	235	10	10	10	10	10	194	10	429	624	94	10	625	40	426	10	501	154
"M97675_at"	135	1480	1022	1382	1520	1153	507	10	138	2743	10	10	10	10	10	331	103	127	10	10	6036	10	10	17	126	615	53	80	230	55	127	1358	368	10	219	10	384	10	84	34	116	10
"M97936_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	552	10	218	10	1708	732	10	10	658	70	10	10	10	10	10	1033	10	10	10	10	10	10
"M98528_at"	18	169	405	68	13	29	134	691	10	10	10	10	476	383	10	506	10	149	10	10	90	10	184	10	10	10	10	123	10	170	922	136	746	203	17	10	10	136	743	1478	1021	10
"M99487_at"	10	10	10	10	10	10	10	10	10	10	10	27	10	10	10	10	31	10	10	10	10	1771	10	26	10	10	74	38	30	10	36	385	22	10	10	10	10	24	10	10	338	10
"S42457_at"	58	10	10	10	10	10	275	17	35	10	10	49	81	218	10	10	10	10	65	18	10	10	10	10	10	40	10	10	10	10	218	88	179	10	26	82	96	10	10	248	787	10
"S61953_at"	199	25	151	224	10	10	52	294	10	511	279	10	10	183	272	18	10	159	276	253	390	459	10	398	210	10	244	171	217	10	10	10	10	10	10	159	10	73	10	10	10	10
"S67156_at"	17	415	81	156	134	184	32	17	30	22	10	1283	404	129	113	142	243	10	65	244	10	10	20	10	10	359	10	40	47	290	212	795	349	262	120	10	10	130	10	10	169	10
"S69115_at"	175	10	73	168	10	175	10	10	156	45	10	10	10	395	10	10	10	10	10	188	183	349	10	58	340	10	91	10	227	125	115	10	330	10	10	1027	10	152	10	10	10	10
"S69965_at"	10	948	480	350	10	51	10	623	10	10	10	10	10	10	10	10	54	10	10	10	10	10	10	10	10	10	10	10	10	10	3551	10	4369	3254	10	10	10	10	10	10	2281	10
"S71018_at"	10	63	10	10	10	10	12	10	17	10	10	10	10	10	10	10	384	842	10	10	476	2032	210	2097	1077	1980	638	167	408	10	97	10	10	10	10	10	211	10	10	10	10	10
"S72370_at"	10	11	10	10	10	10	10	311	12	10	10	753	774	726	22	524	36	10	775	183	38	10	10	10	10	10	10	92	10	325	661	297	333	10	179	76	10	193	10	10	10	189
"S73205_at"	10	10	10	10	10	10	10	10	10	10	18	131	38	560	10	10	10	10	75	14	10	50	10	10	10	10	10	10	10	10	163	10	10	10	129	24	423	65	10	10	116	20
"S76067_at"	10	10	10	10	10	10	15	489	10	10	10	229	101	10	49	10	27	10	195	10	10	10	10	10	10	38	10	23	10	10	242	10	10	10	201	10	10	81	10	10	93	34
"S77094_at"	10	10	10	331	237	10	10	10	10	10	10	10	10	10	10	145	10	54	10	10	10	10	10	10	10	10	10	10	33	446	10	10	471	10	76	10	10	10	10	10	169	10
"S77361_at"	48	10	71	10	10	10	10	70	10	63	135	152	197	177	156	10	74	10	10	10	10	10	10	39	10	10	65	49	18	115	10	675	105	160	10	70	10	228	10	66	10	139
"S77583_at"	12	10	10	29	148	77	10	10	10	10	10	10	303	100	270	167	10	10	10	272	10	10	12	10	10	10	10	10	22	130	303	10	105	210	10	10	10	122	198	10	46	134
"S78432_xpt1_at"	74	10	10	29	10	10	10	935	10	66	239	10	221	10	128	495	411	10	10	10	283	302	10	174	431	26	10	228	30	45	503	10	403	10	10	101	10	32	470	10	10	10
"S78569_at"	57	61	29	54	10	72	60	88	117	10	101	98	505	407	44	626	506	445	287	10	285	453	3155	2869	71	1298	92	1257	238	521	267	434	118	170	107	103	10	463	10	22	10	174
"S78723_rna2_at"	10	37	10	10	10	10	10	10	53	10	128	27	10	82	10	10	112	10	211	173	10	10	10	35	10	95	26	30	10	10	115	434	19	10	35	14	10	10	10	10	10	17
"S79281_at"	10	10	55	22	86	10	10	10	33	10	130	10	101	10	59	29	123	93	124	56	10	19	147	10	10	10	115	10	10	25	10	120	10	10	10	28	317	87	10	10	10	69
"S79781_at"	13	21	10	32	63	90	10	85	28	10	10	333	279	413	10	58	10	311	27	10	155	430	207	248	281	215	95	40	72	15	10	10	378	420	10	10	10	21	138	66	10	10
"S80335_at"	10	10	10	10	10	10	69	10	10	20	10	10	10	188	324	112	10	10	65	183	10	10	10	43	10	10	190	10	10	441	36	1061	10	522	488	24	730	10	188	10	10	227
"S81294_at"	10	332	108	10	148	18	189	10	10	30	10	568	539	366	10	10	10	236	379	413	10	10	130	49	10	10	10	10	10	10	91	96	365	896	10	10	442	10	10	374	542	609
"S81914_at"	374	35	10	10	10	10	10	10	26	10	10	1130	813	10	10	10	10	346	10	10	518	139	1393	4781	389	1094	2447	838	4784	451	10	10	10	193	10	3680	10	163	10	10	10	5560
"S81944_at"	10	10	226	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2471	321	4786	1471	10	10	10	10	10	10	10	10
"S81957_at"	10	59	10	20	10	271	10	10	10	267	148	87	10	608	589	10	281	228	168	28	10	10	10	87	10	10	10	90	62	10	10	10	294	1067	10	165	10	441	29	10	10	186
"S82024_at"	1483	14505	4345	6375	8827	3941	5837	16000	190	13531	3937	890	1506	312	436	1416	342	202	2626	10	231	214	219	319	259	26	219	246	94	10	7819	7934	12134	10165	819	39	10	256	1931	16000	5759	1611
"S82075_at"	18	10	33	10	10	170	10	272	10	10	10	10	10	537	136	10	10	10	10	42	50	101	10	10	218	10	10	65	33	10	10	10	10	10	10	10	10	10	267	10	10	10
"S82185_at"	124	10	51	81	10	66	10	166	19	10	110	136	10	35	10	10	146	10	10	10	100	59	10	17	103	10	106	94	16	140	10	321	121	10	10	10	644	119	10	79	93	215
"S83365_at"	206	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	109	10	10	272	178	10	366	1035	10	183	10	10	10	10	10	10	10	10	37	10	10	10	10	10	10
"S83366_cds3_at"	76	92	10	28	10	10	16	170	49	66	10	60	10	106	52	10	67	10	466	37	10	34	10	32	10	10	25	34	37	10	78	10	64	469	10	12	10	114	10	10	10	11
"S85963_at"	10	10	10	10	10	30	10	42	10	121	10	469	163	171	10	10	10	10	10	498	10	10	10	10	281	10	10	48	10	381	72	10	455	420	10	10	10	10	10	10	10	10
"S95936_at"	189	110	755	10	10	10	123	652	10	51	105	8527	81	10	862	2254	148	159	580	249	55	10	10	10	10	10	10	10	10	10	9459	16000	4395	840	10	68	10	286	10	10	3349	1492
"U00921_at"	10	141	10	10	10	10	10	109	10	10	10	142	72	10	10	10	139	26	103	202	10	63	10	213	134	174	10	10	10	10	200	10	102	289	13	28	10	10	10	10	10	58
"U00957_at"	10	63	139	42	10	10	46	751	32	10	10	10	10	70	10	10	10	10	10	47	68	297	10	219	80	67	110	101	20	10	10	10	10	10	10	10	10	155	10	10	99	10
"U01317_cds6_at"	20	10	10	10	10	10	10	10	10	10	10	360	10	29	10	61	10	153	32	314	117	149	90	10	10	10	10	40	26	10	10	892	365	555	10	150	471	138	351	10	10	10
"U02019_at"	10	68	66	10	10	117	10	24	10	10	286	355	10	295	109	10	51	10	43	361	10	15	10	10	63	83	10	10	26	10	412	321	278	676	35	16	1000	190	10	49	390	166
"U03399_at"	27	18	44	10	10	40	10	10	177	10	10	879	731	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	497	964	516	10	10	10	10	10	10	191	10	215
"U03877_at"	10	10	10	10	10	10	10	10	10	10	10	256	1872	10	10	10	175	10	10	10	10	110	869	10	10	1820	10	1459	26	10	10	10	10	55	10	47	201	416	10	47	10	32
"U04270_at"	237	10	84	165	267	10	489	428	10	532	81	10	10	10	10	451	10	10	10	10	375	212	10	117	155	10	24	10	10	10	370	401	227	1034	255	10	10	10	252	131	10	10
"U04810_at"	102	160	10	163	10	948	10	10	10	29	10	10	10	10	10	10	238	10	10	10	442	10	644	10	378	10	132	10	342	747	30	10	10	10	241	82	10	10	10	10	10	10
"U04847_at"	152	10	184	53	237	227	219	10	112	22	10	10	10	10	10	109	10	10	10	10	201	290	112	11	10	246	10	171	122	10	534	10	10	10	103	10	10	539	227	191	10	10
"U04898_at"	10	148	99	60	10	10	10	74	10	10	90	10	255	106	10	10	162	10	206	10	10	10	10	10	10	71	10	121	50	30	267	10	10	10	10	165	76	81	10	10	787	250
"U05259_rna1_at"	10	10	10	10	10	191	10	258	10	10	69	1163	808	10	10	10	10	267	10	653	262	159	10	46	137	10	187	84	131	310	212	10	327	10	53	14	38	10	326	10	10	10
"U05321_at"	10	191	82	16	10	10	10	10	10	10	10	10	10	10	10	258	10	253	10	10	166	705	196	56	10	10	89	138	125	100	10	10	10	10	10	41	10	555	10	10	227	49
"U06698_at"	27	10	132	10	10	10	10	428	37	10	10	10	10	10	10	10	10	10	10	10	10	22	58	40	10	10	10	65	10	10	10	10	86	10	103	10	240	10	113	14	10	268
"U07563_cds1_at"	584	10	278	55	10	234	69	414	10	10	10	10	10	407	10	10	10	10	10	10	483	492	180	1268	525	26	435	259	320	10	10	10	567	10	22	10	298	10	10	310	10	10
"U07794_cds2_at"	30	10	10	10	10	10	10	10	35	10	173	10	10	10	10	10	132	10	92	10	10	10	23	82	10	10	38	10	10	10	10	10	10	10	138	144	413	122	10	10	10	10
"U07882_at"	10	10	10	10	10	10	10	106	10	10	10	114	226	10	10	10	10	18	265	423	10	10	10	10	10	10	10	10	36	10	121	10	10	10	10	10	230	10	64	10	10	10
"U08015_at"	10	10	31	10	347	10	10	56	10	933	10	10	10	10	10	10	36	10	10	10	504	119	10	36	36	311	176	190	154	10	10	10	22	10	10	10	307	975	307	10	315	10
"U08998_at"	446	10	204	27	10	123	207	10	42	10	10	54	10	10	10	10	10	10	124	10	230	763	488	792	270	10	688	157	550	366	601	10	1333	10	10	339	10	10	10	47	10	10
"U09210_at"	332	160	160	128	57	750	10	28	10	10	153	71	471	354	1157	207	10	384	846	549	10	238	72	2260	454	10	10	296	10	265	309	10	144	10	10	53	10	10	812	10	10	10
"U09278_at"	10	143	10	1595	10	10	10	24	10	10	45	10	14	10	10	10	45	678	10	10	10	47	10	10	10	1403	10	10	20	10	10	10	10	10	10	26	10	168	79	10	10	10
"U09550_at"	88	10	31	10	10	18	333	166	32	10	10	10	10	247	10	10	10	10	10	10	10	10	10	10	10	10	10	88	10	10	10	10	10	10	10	10	10	427	10	10	10	10
"U09578_at"	10	10	10	10	10	10	10	326	10	10	10	10	10	10	10	10	10	10	10	10	96	719	196	70	305	268	461	17	467	200	42	10	10	10	10	10	10	1247	123	10	10	10
"U09860_at"	35	10	22	10	10	10	10	10	10	10	10	10	10	35	14	10	119	10	135	75	10	656	336	33	10	10	82	55	135	10	10	10	16	10	10	119	211	16	10	39	40	61
"U09877_at"	10	10	10	10	10	10	10	10	62	10	10	10	10	10	10	10	10	10	10	10	10	210	409	10	10	251	10	10	10	957	10	10	10	10	10	90	10	10	94	10	10	10
"U10362_at"	756	483	57	10	10	1090	388	10	241	10	10	10	10	10	359	10	1192	684	37	10	385	1490	10	720	144	10	894	999	407	10	10	10	10	10	10	107	10	1659	10	10	10	46
"U10485_at"	79	10	10	10	10	78	10	10	10	10	67	10	91	10	113	309	10	80	10	10	102	37	10	53	99	98	24	55	10	356	121	289	214	10	10	10	38	10	64	10	10	43
"U10693_at"	10	10	10	10	10	10	28	10	10	10	10	10	10	88	10	10	10	10	244	10	10	71	10	50	10	19	127	10	10	10	109	192	10	10	10	10	10	10	10	10	297	90
"U11701_at"	853	84	77	10	10	163	257	3058	10	362	124	262	10	348	111	396	10	10	157	249	5185	10	16	238	10	10	10	53	199	325	10	10	307	469	10	132	10	967	10	1940	10	10
"U11870_rna1_at"	10	318	46	37	141	23	10	269	92	10	10	158	10	94	10	50	10	10	10	10	177	10	10	10	102	10	10	42	10	10	224	10	243	515	165	64	10	10	49	168	10	262
"U12139_at"	10	10	10	10	477	649	10	10	10	10	972	1125	1429	1257	2815	10	157	10	1741	728	10	108	10	10	343	10	10	10	10	686	346	4131	913	863	344	159	10	10	1392	10	10	10
"U12775_at"	10	148	29	28	10	10	10	10	99	10	20	366	332	183	74	10	10	76	379	282	72	10	436	10	10	14	10	38	10	305	321	699	522	443	156	10	855	10	450	166	122	203
"U13061_rna1_at"	23	14	10	10	27	10	85	170	24	10	78	10	10	17	10	10	29	10	81	84	10	28	10	10	10	21	19	19	22	10	78	10	10	10	85	277	105	147	10	10	10	166
"U13369_at"	10	113	51	10	10	10	10	10	10	10	29	10	10	10	10	10	40	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1141	583	10	80	57	10	212	10	10	10	10
"U13616_at"	271	769	784	906	10	10	10	2520	10	10	608	262	14	401	10	10	10	10	1356	98	10	10	10	10	10	14	10	55	508	10	2968	2604	5520	4637	10	37	105	618	10	575	939	259
"U13680_at"	10	10	10	31	10	56	34	10	10	10	146	316	77	17	10	10	15	10	282	305	10	61	10	10	10	10	201	23	20	10	97	10	86	187	134	20	10	92	10	10	10	72
"U14747_at"	109	89	519	97	36	205	131	226	46	74	180	442	1444	289	10	10	202	32	249	258	116	140	23	190	10	91	48	113	322	10	2118	305	7453	5580	10	10	10	446	10	81	711	912
"U14910_at"	10	59	261	392	10	10	192	712	28	473	10	10	10	10	458	356	10	10	1389	10	197	10	14	10	10	10	10	88	57	10	10	1680	2295	3708	10	10	10	13	10	114	472	90
"U16031_at"	42	10	10	14	365	10	10	379	10	10	10	278	601	10	10	10	10	10	10	18	100	884	103	914	948	208	571	707	98	10	291	651	10	160	10	150	10	215	10	10	10	10
"U16126_at"	10	148	167	295	10	10	10	287	10	190	744	10	10	366	10	80	10	10	1106	305	10	10	10	73	10	10	10	10	10	10	10	10	371	134	10	10	10	10	10	10	10	10
"U16861_at"	10	323	114	33	10	44	80	797	10	10	10	453	288	171	10	14	10	44	10	23	77	73	89	10	46	10	10	119	57	70	722	852	538	114	286	22	221	256	10	263	180	14
"U16997_at"	108	10	10	10	10	60	10	10	16	70	10	10	10	10	10	10	10	10	10	10	10	10	10	506	146	64	10	10	10	70	10	10	10	10	197	10	10	10	128	10	589	10
"U17034_at"	33	10	10	10	59	10	26	35	21	36	10	98	10	194	76	69	10	10	21	10	10	10	17	18	22	10	41	10	30	10	10	10	115	348	10	10	10	155	10	10	10	10
"U17077_at"	10	10	10	10	178	10	10	10	10	10	10	10	10	10	10	214	10	10	10	10	123	58	11	5640	100	229	24	234	10	10	10	10	10	10	10	101	10	10	10	10	10	10
"U17418_at"	10	10	33	47	10	149	10	10	10	10	1084	10	149	643	1110	254	513	10	10	164	332	51	10	372	638	10	114	10	108	3023	576	779	179	1280	103	175	10	1711	921	10	1587	1226
"U17566_at"	10	10	10	10	10	174	10	10	10	174	10	10	10	525	10	10	10	95	10	10	72	103	10	335	206	182	10	10	10	105	10	10	10	10	107	10	10	1762	10	133	10	10
"U17760_rna1_at"	10	10	10	10	10	10	10	10	10	10	10	76	10	64	10	10	180	238	10	10	13	10	10	10	10	10	10	686	238	15	10	10	150	10	10	10	10	10	89	10	10	10
"U18244_at"	10	10	1088	10	10	10	10	28	10	10	117	10	274	10	10	87	10	10	10	10	500	10	10	10	10	10	10	10	10	10	8147	2194	4315	1504	10	227	10	10	10	10	10	10
"U18919_at"	547	42	10	112	214	182	76	524	288	10	10	10	10	17	10	83	10	222	10	10	159	426	195	10	494	531	106	484	105	401	10	10	10	10	10	76	10	10	74	10	10	10
"U19487_at"	28	10	31	10	10	10	17	77	10	56	51	10	10	10	10	156	10	10	10	18	10	28	1097	58	10	10	30	10	41	10	66	32	10	10	10	10	173	10	10	215	10	10
"U19718_at"	1633	483	653	880	10	334	969	623	10	10	10	10	10	10	10	360	10	753	10	10	446	571	2056	1207	1795	474	4500	192	1824	200	339	10	10	10	10	10	10	3253	406	664	10	10
"U20350_at"	132	127	583	172	123	91	178	138	147	209	268	3321	3682	242	1276	4752	1868	674	1584	620	692	81	69	353	93	28	14	73	90	25	1299	192	1247	647	10	101	3615	534	10	54	210	950
"U20362_at"	49	63	10	77	10	181	90	95	10	51	10	21	10	10	10	10	15	10	59	10	10	42	87	112	10	112	29	134	142	185	261	10	10	10	10	57	76	337	10	10	10	10
"U21049_at"	10	10	25	10	593	72	10	166	37	10	92	305	10	253	10	10	10	10	10	625	10	10	10	10	10	10	10	10	58	100	115	10	10	10	53	51	10	10	10	302	811	145
"U21051_rna1_at"	18	82	10	10	68	10	10	10	10	10	10	38	346	206	123	291	10	147	10	10	10	110	103	10	15	148	10	34	39	10	10	10	10	10	10	10	355	10	426	10	10	20
"U21128_at"	415	2318	10	659	10	1221	599	109	26	98	63	196	10	307	10	10	225	1730	10	10	68	4073	11440	286	1500	6546	5163	49	3762	386	66	184	76	10	10	204	115	474	74	136	198	355
"U22662_at"	161	40	10	146	506	10	10	315	56	10	10	633	10	10	10	404	10	10	10	10	10	207	84	10	10	275	39	55	41	70	333	136	10	10	10	10	10	10	74	10	10	10
"U23070_at"	66	101	116	108	305	218	170	10	181	10	236	273	741	17	113	1125	42	10	374	324	10	10	10	10	5353	86	33	355	614	792	388	249	352	55	94	138	19	749	148	12	431	1999
"U25029_at"	23	103	27	50	18	101	10	116	16	10	139	10	38	106	24	40	58	18	86	79	10	38	10	12	10	10	32	32	29	60	352	948	1285	775	10	64	10	133	99	362	58	87
"U25138_at"	88	538	381	376	10	156	10	425	64	10	10	10	10	330	10	407	137	248	10	10	80	102	10	10	10	10	235	253	171	10	10	522	201	873	10	10	10	57	317	89	10	10
"U25433_at"	10	99	10	10	75	10	10	10	10	10	38	10	14	10	143	47	10	10	189	10	10	10	10	10	10	10	197	26	10	85	10	675	10	10	71	10	10	10	10	106	10	256
"U25956_at"	154	10	10	10	10	89	10	10	10	128	10	535	457	10	260	211	533	50	184	10	419	312	10	275	400	431	56	10	25	70	10	10	35	10	10	361	480	51	10	10	10	247
"U25997_at"	53	10	10	10	10	10	37	10	10	10	10	10	10	29	10	10	10	1603	10	10	10	289	10	22	19	10	133	10	849	10	36	10	10	10	10	215	10	10	10	10	10	10
"U26726_at"	10	1772	1108	10	1011	3952	408	10	10	3382	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	48	10	10	10	564	10	423	10	10	10	10	10
"U27185_at"	43	103	88	18	13	20	10	10	44	39	40	10	10	10	10	10	10	10	227	10	62	78	10	64	10	637	21	10	10	10	10	10	12	10	49	22	10	441	19	74	17	10
"U27655_at"	290	212	198	119	10	90	16	191	23	357	117	10	10	23	10	142	117	1665	10	10	4535	311	109	2205	146	661	105	1149	507	10	279	377	298	10	304	1484	605	672	648	10	10	10
"U27768_at"	10	396	31	141	244	134	93	10	10	10	10	152	10	10	10	10	10	131	10	841	10	10	1051	10	10	165	10	23	10	150	10	10	10	10	44	167	394	10	10	10	513	10
"U28131_at"	37	712	574	177	312	461	469	10	10	10	613	2562	1497	738	10	10	10	479	1600	3026	10	10	10	10	10	10	129	176	10	10	1238	1824	1086	10	362	105	1115	10	351	322	10	769
"U28150_at"	116	10	60	10	10	13	10	81	10	84	119	10	10	118	10	10	10	10	86	197	10	50	10	10	16	35	10	10	10	40	12	313	10	246	10	59	10	138	10	121	501	11
"U28368_at"	79	10	381	167	10	10	160	315	131	636	1084	3540	7956	1865	2946	2778	2536	10	6196	9639	3402	656	10	180	983	28	525	2462	335	10	764	10	378	39	403	64	2067	2106	54	119	280	326
"U29195_at"	345	528	832	927	3088	4860	991	2098	519	5522	10	622	10	17	10	892	427	10	10	10	3185	221	447	91	4389	79	102	609	851	10	5840	10	10	10	10	2574	10	10	128	2930	256	10476
"U29589_at"	10	10	10	10	10	10	522	14710	10	10	10	10	10	10	10	218	10	10	10	10	10	10	10	10	10	10	10	10	10	10	72	10	10	10	10	10	10	10	10	903	10	536
"U29615_at"	10	10	25	10	63	10	87	467	10	490	10	10	10	10	10	10	132	234	10	10	10	377	158	610	502	10	228	76	18	350	10	1294	968	1773	40	10	10	10	10	208	10	10
"U30313_at"	209	247	10	10	10	10	10	85	10	166	10	10	10	47	10	10	10	10	10	10	85	594	469	351	158	10	78	417	96	30	10	10	10	10	10	192	10	10	10	10	10	10
"U30828_at"	10	10	427	10	10	406	10	116	33	10	10	10	10	10	10	43	10	10	10	10	179	51	10	10	10	10	10	10	10	110	103	10	10	10	10	84	10	10	14	10	10	10
"U32315_at"	892	882	10	277	61	126	410	1233	113	10	10	81	10	141	10	127	105	12	10	10	10	73	74	115	132	160	75	17	87	10	10	64	54	10	10	10	10	10	10	575	373	10
"U32576_rna1_at"	45	188	29	10	668	368	10	407	10	31	10	10	10	64	10	1030	10	10	10	10	10	34	10	10	10	10	10	44	78	10	24	2202	519	656	10	10	96	10	133	10	10	10
"U32907_at"	110	10	10	32	10	10	235	10	17	10	10	10	10	389	49	10	126	732	10	10	10	20	14	10	10	1609	10	55	150	10	121	458	10	10	10	124	442	10	64	10	10	20
"U33761_at"	176	61	18	10	45	313	97	265	135	101	10	10	10	10	10	123	10	10	10	10	327	90	14	178	100	10	186	13	71	10	10	10	10	10	416	10	557	242	10	158	10	10
"U33822_at"	15	10	10	454	10	10	10	10	10	10	10	10	10	10	10	65	10	568	10	10	288	10	10	10	58	45	143	49	312	441	10	10	10	10	10	10	10	10	10	10	10	10
"U33849_at"	192	10	10	10	10	10	10	10	10	10	10	10	10	10	10	659	10	10	10	10	10	10	10	10	115	503	237	10	412	245	10	10	10	10	10	53	10	10	193	10	10	10
"U34038_at"	10	729	95	10	10	540	303	10	10	10	10	10	10	10	10	560	10	690	10	10	694	49	131	385	247	277	197	294	368	551	157	10	10	10	394	634	10	193	574	491	10	10
"U34683_at"	223	10	10	42	10	10	10	56	51	10	236	10	10	312	304	10	191	289	206	267	777	646	894	1372	787	10	629	321	418	456	60	10	10	10	10	459	10	405	10	10	10	10
"U34976_at"	34	63	10	10	10	33	38	226	122	10	15	10	10	88	10	10	137	10	59	56	384	1259	10	10	1202	79	2548	11	119	70	60	217	10	10	192	37	250	40	10	57	303	46
"U35407_at"	27	10	66	54	10	148	45	77	12	10	10	10	28	135	10	10	10	10	32	10	10	59	10	86	10	10	12	146	30	10	230	10	163	10	10	10	10	147	10	10	227	10
"U35735_at"	10	80	38	10	10	153	10	63	33	10	56	202	2936	88	10	10	123	10	10	10	10	10	10	16	10	59	35	15	10	10	10	72	189	220	259	126	432	21	10	59	35	110
"U36448_at"	57	10	10	10	84	10	1234	7103	10	77	10	502	24	59	10	152	10	10	222	526	25	10	10	10	10	10	10	10	10	10	339	10	455	213	10	10	10	10	10	1444	886	10
