	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"37159_at"	4260.6	4907	746	1769	4122	1950	9279	5022	2891	3578	10996	1169	678	8151	1867	3895	205	2791	3571	1316	5228	694	3980	336	2405	1879	3183	1753	1521	2242	2558	2478	2118	2638	10	2406	2606	2395	10	3291	10	7080	10	3571	10	10	10	10	10	390	10	404	10	116	10	10	10	10	10	10	10	2270	10	10	10	10	10	10	10	10	10	10
"37165_f_at"	10	10	10	10	10	10	10	4863	10	10	10	10	492	10	10	10	10	10	10	10	3311	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3784	10	10	10	10	10	10	16	1207	10	10	403	10	10	10	10	10	10	10	10	10	12003	10	8960	10	10	10	10
"37417_at"	10	10	10	449	10	10	10	10	10	10	10	10	10	333	103	242	479	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1351	522	10	336	296	10	10	10	358	10	10	10	1240	10	10	10	10	316	10	10	10	10	10	10	105	10	74	1580	10	80	10	10	10	10	10	10
"37455_at"	74	10	10	10	10	126	73	10	10	10	10	41	10	193	330	10	10	10	344	10	47	10	10	10	10	10	141	10	10	10	10	10	10	10	10	10	343	78	107	27	10	456	10	10	10	794	700	10	972	391	1282	10	390	489	76	10	676	195	10	142	10	10	10	10	10	384	10	48	10	288	373	10
"37456_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	222	497	10	10	367	11	10	163	10	346	121	10	10	10	10	10	10	10	5818	10	10	816	10	319	30	307	10	10	10	10	10	10	10	1810	10	48	10	10	1312	1670	16000	10	10	10	14072	10	182	10
"37463_r_at"	598.7	10	150	936	932	1246	2740	10	443	10	847	2442	892	10	1917	2088	10	1927	1004	10	10	2110	1467	313	1804	2441	817	1812	1560	857	1218	1046	670	10	1063	10	10	1902	10	10	10	10	10	10	10	1403	10	1556	2167	10	490	340	10	550	10	10	10	10	10	10	10	1255	10	10	901	10	236	10	10	10	247	10
"37498_at"	188.2	67	162	279	45	10	314	432	10	10	25	10	663	10	69	29	10	10	255	462	40	64	225	198	10	10	10	10	10	10	10	10	10	10	31	10	10	26	10	10	10	10	10	10	252	125	362	10	43	170	189	147	161	10	10	10	227	132	273	196	10	10	10	67	10	156	268	147	10	260	10	355
"37500_at"	10	158	10	181	200	10	358	390	114	90	536	129	547	421	181	1900	10	37	581	651	10	253	10	10	422	104	107	10	10	25	10	231	57	275	69	161	107	264	10	63	55	10	10	138	229	10	14	10	91	75	10	10	21	752	125	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	90	10
"37502_at"	161.2	396	10	63	181	461	257	282	130	650	280	158	10	425	318	270	10	10	556	50	54	285	385	81	153	10	10	10	10	101	127	59	10	209	189	422	247	47	10	573	341	35	173	119	10	10	10	10	10	34	235	10	229	10	339	203	159	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"37514_s_at"	462.9	10	48	10	10	10	113	392	210	10	10	10	10	10	361	10	10	10	10	10	10	383	273	10	43	262	10	10	10	10	214	301	10	194	10	311	370	10	10	229	10	10	10	507	157	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	364	10	10	26	10	62	10
"37772_at"	10	640	52	486	10	454	992	750	440	10	1032	219	525	804	417	1797	10	354	1213	72	402	10	10	75	10	10	598	298	10	186	10	10	10	431	36	10	10	10	10	10	10	512	429	467	10	10	56	57	243	214	10	10	10	10	411	10	10	916	10	10	10	10	272	10	10	10	283	10	125	10	10	10
"37780_at"	807.1	5114	1718	10	272	775	5925	7783	12	104	6225	246	10	1023	10	10	10	47	124	39	135	139	12734	431	12	18	10	10	10	10	10	23	28	96	10	44	10	10	27	164	118	37	70	29	10	70	10	10	10	16	10	10	10	176	10	10	134	81	10	151	10	10	10	10	10	40	143	10	10	213	10	10
"37782_at"	129.2	10	10	10	250	10	65	10	10	10	10	10	357	10	26	10	10	10	10	441	179	112	10	10	10	10	161	93	10	96	93	160	10	180	10	86	10	10	53	10	10	10	251	10	210	229	10	534	238	89	44	10	313	10	98	216	446	385	306	172	71	160	136	220	10	426	378	10	10	307	10	508
"37785_at"	10	17	262	10	36	10	10	201	149	10	10	10	10	10	10	10	10	10	66	217	299	503	159	10	128	280	284	10	10	10	10	10	139	10	13	181	10	10	10	402	10	10	10	10	10	10	10	10	10	10	10	136	10	10	10	10	27	10	10	10	10	10	10	10	10	197	383	10	376	10	249	10
"37809_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	62	10	10	71	10	10	10	10	52	648	10	5157	3043	3038	2559	2353	48	297	10041	2854	2763	10	4668	2853	1276	2620	11389	7553	13520	391	2164	1684	10	10	354	5268	5875	3285	6596	1655	899	1891	2430	10	3750	122	3199	6389	1057	1512	2028	4358	1947	148	10	1642	10
"37821_at"	168.8	94	125	10	10	107	97	1129	10	10	356	10	10	96	10	10	10	10	92	17	10	10	125	95	106	100	152	10	32	10	108	10	10	10	10	134	10	10	10	195	91	10	126	10	49	10	10	10	10	121	99	18	96	608	164	30	258	10	10	255	129	10	317	10	117	222	10	361	45	269	196	10
"37824_at"	10	10	10	76	39	10	50	10	55	25	10	189	10	11	10	54	10	10	124	73	10	10	10	159	158	69	92	10	178	244	214	63	41	10	118	10	10	10	10	10	10	10	10	10	1066	10	115	833	10	678	10	1064	471	140	1589	34	10	34	70	10	10	10	1267	10	10	10	10	1881	10	769	747	1836
"37833_at"	432.1	72	160	10	10	132	192	445	350	287	607	340	10	526	10	10	10	375	382	15	10	286	403	10	15	76	39	10	10	10	10	10	183	686	10	10	10	10	328	571	437	10	10	108	10	40	10	10	10	10	10	10	10	148	201	10	449	10	10	293	10	10	418	10	10	212	56	10	269	10	10	10
"37847_at"	10	535	36	240	10	10	10	10	553	13	129	488	71	678	10	10	10	10	10	10	10	809	10	10	10	292	10	10	10	10	86	10	10	10	143	10	218	200	33	599	10	10	10	10	610	10	21	202	225	160	10	10	10	157	37	10	122	10	221	10	364	602	185	10	10	10	48	10	10	10	10	624
"37863_at"	35.9	10	10	1622	35	49	10	32	33	10	10	13	53	10	10	109	18	118	28	27	10	94	10	10	33	11	10	10	855	10	10	56	78	124	58	103	10	51	10	40	116	390	97	235	85	10	10	127	10	10	10	55	10	10	10	162	166	70	154	75	14	10	85	153	52	110	153	10	10	21	77	10
"37887_at"	349.5	603	10	253	10	123	10	10	640	586	110	202	10	984	10	511	58	310	290	26	10	258	121	326	57	152	19	10	10	10	10	181	292	20	10	245	10	10	10	20	10	10	10	180	10	10	10	10	10	10	10	10	178	10	75	84	42	10	10	10	10	10	10	10	10	10	10	10	10	10	131	139
"38138_at"	170.7	10	10	10	10	10	10	10	485	10	523	408	600	10	10	10	10	92	10	10	10	280	10	10	846	784	550	1704	2885	119	601	10	377	9858	901	399	3039	660	10	331	12595	3450	7709	702	10	2749	10	1842	10	10	10441	14571	10	10	248	1627	10	1649	10	10	292	10	1082	1583	12237	10	328	140	8051	10	727	10
"38147_at"	10	38	91	46	10	10	14	31	10	36	10	78	194	10	83	13	52	27	10	10	2166	146	10	10	10	10	10	10	10	10	10	10	10	10	16	10	43	10	10	10	10	10	333	10	10	10	311	10	28	385	10	61	588	998	10	10	664	10	406	10	91	10	1091	10	54	78	14	21	10	10	346	146
"38153_at"	10	10	366	10	503	384	239	10	10	10	10	10	432	10	10	10	324	209	10	554	10	10	10	10	10	322	10	10	10	267	28	10	10	10	10	686	10	10	10	10	10	410	10	10	10	666	728	10	10	10	10	10	10	464	10	10	10	10	381	948	10	282	10	10	10	827	10	515	10	10	10	10
"38209_at"	23.5	10	74	33	115	85	144	138	10	10	246	10	289	64	10	10	10	10	83	194	192	189	104	10	10	10	10	10	10	10	10	138	573	10	10	10	107	52	64	10	10	10	10	10	10	10	52	10	10	10	914	23	195	15	10	10	10	231	10	10	10	196	10	10	52	10	10	43	188	10	10	10
"38214_at"	857.9	388	389	10	471	673	487	631	572	10	10	10	132	1021	627	522	10	72	514	539	48	10	578	250	531	387	624	10	10	10	10	525	10	312	498	10	10	25	10	311	483	10	10	631	10	460	10	10	535	10	10	329	580	10	10	10	10	494	10	10	10	10	10	10	10	389	10	788	694	10	10	10
"38215_at"	10	10	10	47	273	10	292	652	456	1425	10	10	1008	1505	1858	225	323	292	702	1134	346	254	10	10	10	10	371	1020	521	499	10	10	10	10	10	1385	10	244	811	10	10	248	1215	27	10	19	10	80	491	260	292	10	10	702	92	10	954	1406	10	10	10	10	10	10	10	10	10	10	10	1452	425	10
"38224_at"	227.1	462	60	10	152	102	189	41	10	48	109	46	123	165	10	10	10	10	140	44	168	148	168	79	92	47	124	92	10	100	10	10	10	350	34	10	10	10	10	10	908	296	10	46	10	30	10	10	10	10	102	10	153	220	10	10	10	10	10	10	10	91	10	10	10	10	10	10	77	10	10	10
"38242_at"	6235	3842	1149	8709	7685	4733	6602	4537	10261	14075	6540	12135	3068	10216	13441	15203	2893	6553	12979	14472	16000	7423	5329	3981	7812	400	6646	2007	1112	4594	5405	1738	2021	347	1085	3942	5267	1962	288	3371	10	2425	5065	6179	10	262	101	10	10	162	84	10	124	51	119	47	136	10	647	98	10	354	10	10	10	123	10	53	205	445	53	10
"38490_r_at"	17.7	68	101	181	10	10	88	10	10	10	10	196	10	10	40	346	10	53	844	10	10	10	10	17	10	10	798	10	57	22	111	10	126	228	24	10	10	114	10	20	10	575	49	312	49	10	10	242	10	10	44	66	79	83	10	10	10	93	10	110	10	36	10	10	142	10	93	106	53	63	10	10
"38506_at"	10	10	10	10	702	10	10	10	442	10	10	34	10	10	10	10	10	10	10	519	10	10	10	15	205	10	28	10	10	10	10	10	123	10	10	10	10	10	420	192	10	10	406	10	225	10	467	143	10	10	10	152	10	10	34	10	10	405	317	10	10	340	10	10	162	10	340	841	55	10	50	10
"38509_at"	483.3	369	230	10	10	471	1019	57	75	114	216	79	10	693	10	86	10	178	28	102	578	140	1011	115	155	33	170	10	119	10	10	392	51	10	10	331	10	10	13	27	10	10	40	10	10	10	10	10	10	10	27	10	10	10	10	10	10	10	10	23	10	15	117	10	123	10	43	10	10	10	14	10
"38533_s_at"	10	190	10	166	10	45	10	385	10	10	161	160	602	10	10	10	10	379	10	59	10	154	10	10	10	389	10	573	336	10	898	1276	926	4914	10	10	271	385	10	10	3750	239	2619	10	10	1542	1635	557	95	267	176	2280	210	653	10	726	10	797	10	707	10	355	34	2589	3044	71	181	10	3054	10	424	10
"38545_at"	711.5	10	2608	1979	171	148	104	265	10	84	463	6707	361	10	10	10	10	10	109	10	175	10	65	335	10	3456	127	10	44	10	10	10	10	10	10	10	10	10	10	10	95	10	10	10	10	108	147	10	10	238	10	10	50	10	10	38	10	10	10	10	10	108	10	10	10	10	77	10	10	10	36	10
"38549_at"	10	10	52	10	1156	25	85	725	68	69	10	281	4536	10	10	10	10	10	2579	691	461	54	107	10	10	135	10	355	10	10	28	10	15	10	75	75	10	81	10	10	10	10	10	148	807	10	10	101	84	24	10	24	126	10	10	10	10	10	338	10	4667	140	10	10	10	4156	10	81	10	10	10	10
"38576_at"	2988.6	1790	68	790	379	3823	1302	2802	65	10	1715	1896	1182	633	10	857	25	852	2173	10	342	279	1961	1471	433	412	1473	164	10	601	2275	1127	58	4995	976	10	927	347	306	20	22	1321	916	6738	10	10	10	20	10	10	80	1494	250	830	10	10	10	10	10	10	10	10	10	10	581	10	36	10	312	10	176	208
"38578_at"	3639.6	6133	1209	10	612	5155	5121	5130	745	992	6916	575	2711	849	276	2166	10	4110	226	887	481	2178	5525	5191	64	10	26	138	10	10	10	40	10	335	10	10	10	438	56	10	10	342	2441	10	10	10	772	10	1228	10	10	10	10	10	10	96	10	10	410	10	10	10	13	25	10	10	10	10	70	10	10	10
"38582_at"	61.8	10	57	10	319	10	74	71	10	509	121	10	10	49	10	10	10	10	38	243	10	10	82	10	31	115	10	95	29	10	598	45	150	190	10	482	10	10	10	10	10	582	311	37	250	10	10	1139	10	10	10	247	10	10	404	10	10	157	10	10	80	10	10	10	10	10	53	10	10	10	10	10
"38593_r_at"	1653.3	310	1717	2386	581	3955	2217	1291	10	332	403	735	1114	10	10	1007	10	10	497	10	10	10	1654	5629	73	97	10	1332	1449	105	10	10	10	10	2346	10	10	10	10	10	10	10	90	10	10	10	10	10	10	10	10	10	10	10	222	61	10	10	10	10	10	21	10	10	10	10	68	53	156	85	10	10
"38599_s_at"	1322.8	1282	10	1559	10	1094	364	418	229	10	498	736	41	1120	10	359	10	526	1414	10	10	10	10	120	10	10	663	10	456	10	10	10	87	738	10	344	270	1055	10	10	1528	507	387	594	10	10	10	10	47	10	272	2768	10	10	10	10	10	10	10	10	10	10	10	10	1744	10	10	10	10	10	10	10
"38859_at"	203	10	10	10	309	10	193	10	360	10	168	10	10	416	10	36	10	162	360	10	234	736	10	10	25	10	42	10	10	10	10	190	335	10	10	10	10	89	10	467	16	10	10	625	10	10	10	10	10	10	10	625	10	139	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38868_at"	10	10	23	32	10	45	10	10	63	10	225	10	10	25	10	10	10	10	10	171	118	17	10	10	85	11	10	10	10	10	22	10	10	10	31	10	106	10	177	80	176	10	209	36	10	10	10	355	10	10	106	10	10	127	10	1662	10	10	66	10	901	10	10	676	10	21	16	10	262	10	290	10
"38869_at"	408.9	526	10	2191	4118	477	1698	258	12	1021	396	1150	629	1259	10	10	10	111	1385	146	10	16	222	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	43	10	10	10	10	10	10	10	10	22	97	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38873_at"	101.3	261	110	10	10	129	211	10	457	455	402	164	10	218	20	389	578	291	10	10	199	264	10	10	207	97	133	30	372	10	10	221	330	10	58	37	10	388	153	155	10	205	273	293	263	219	10	10	10	542	10	10	10	27	10	10	10	10	10	10	10	104	108	105	122	10	10	90	10	222	135	10
"38879_at"	10	10	10	129	10	10	10	290	10	10	4366	2364	3750	10	10	10	10	59	10	10	1659	104	10	10	82	48	10	92	5657	10	8851	821	188	3984	803	10	585	799	564	19	2634	3055	10	10	104	1585	10	2207	10	10	270	7842	10	10	10	5924	10	140	10	10	829	10	10	3268	3245	318	10	10	476	10	10	10
"38881_i_at"	16.5	10	10	10	77	10	10	18	10	10	167	10	10	10	10	10	10	10	10	81	10	222	152	10	42	11	80	127	42	10	10	10	95	10	10	10	10	10	223	10	10	76	10	10	364	251	40	10	10	10	1385	13	408	1420	70	10	291	10	10	10	10	201	183	10	10	449	10	23	418	30	93	10
"38889_at"	10	10	10	82	10	42	10	10	99	396	10	93	42	215	10	464	104	45	196	51	126	76	106	10	138	69	510	10	74	10	33	227	356	381	63	202	158	54	163	401	142	233	185	193	140	10	67	93	10	10	10	10	10	10	203	10	10	10	10	10	10	12	10	33	10	10	146	10	10	35	214	10
"38906_at"	1719.7	1622	456	187	1551	1152	2739	2742	668	1049	4199	1186	745	2530	10	966	306	1230	2004	1417	3556	548	999	654	138	18	27	47	70	10	54	88	197	10	125	55	10	35	35	10	10	124	211	51	1730	92	10	83	10	10	193	83	1349	147	10	1367	694	85	209	10	842	10	10	10	10	4195	46	2866	10	20	53	28
"38916_at"	306.9	201	10	357	241	252	16	312	114	10	1431	223	367	124	10	10	99	148	230	272	10	108	191	282	10	10	10	10	701	10	30	131	10	10	10	188	89	328	10	10	209	56	119	37	231	10	16	103	10	10	10	10	221	34	256	257	10	10	10	145	10	10	10	10	10	97	14	10	52	48	197	257
"38917_at"	10	10	10	10	10	151	45	315	44	10	10	10	452	242	10	87	162	10	182	12	10	364	33	127	10	10	191	10	10	10	13	69	23	59	101	462	10	283	10	22	10	10	357	213	10	93	2261	442	120	10	282	206	351	10	257	10	10	10	10	10	10	10	77	10	14	10	153	10	361	10	10	110
"38920_at"	166	352	10	146	103	10	45	17	66	254	42	15	10	265	338	336	10	142	96	24	10	132	489	283	26	10	10	10	92	18	10	10	10	34	303	85	10	10	10	96	10	10	10	10	10	10	10	10	352	174	10	37	10	10	309	10	137	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10
"38956_at"	10	344	10	1049	10	10	10	10	10	10	10	358	520	265	10	607	550	144	635	98	115	458	10	10	616	162	915	10	10	55	10	223	196	526	148	10	464	69	10	156	548	765	1001	811	10	470	370	267	84	10	749	1236	55	10	10	10	10	10	10	10	10	77	10	247	105	10	38	78	635	10	608	283
"38960_at"	87.1	498	339	635	10	10	10	10	10	182	10	10	117	110	214	548	605	10	10	10	309	10	10	10	488	117	354	10	583	549	10	10	673	84	10	492	349	304	10	10	153	471	10	10	10	10	10	226	10	10	10	320	10	10	10	10	10	10	10	23	1105	10	749	10	10	10	79	10	10	10	10	10
"39208_i_at"	10	59	21	31	10	11	54	98	95	12	102	34	37	14	10	19	10	250	279	87	10	93	10	95	92	56	21	10	40	10	81	28	127	27	124	128	107	133	127	65	64	10	1037	21	254	74	1232	30	15243	52	71	74	11674	1744	198	2549	2124	440	1426	272	884	10	8031	345	950	11479	129	244	10	75	653	10
"39209_r_at"	25.8	27	133	43	97	10	23	60	10	69	88	10	10	10	10	51	70	73	51	118	130	64	16	10	48	10	67	65	38	10	67	119	73	157	70	110	92	58	157	138	10	70	266	10	108	92	198	122	8965	175	67	51	6396	601	10	1446	1634	87	1381	103	424	66	1738	269	241	6596	10	10	103	178	119	151
"39211_at"	73.5	10	735	10	10	10	10	10	10	10	10	10	323	10	10	10	970	10	10	10	414	10	10	10	544	137	10	283	482	49	206	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	536	10	92	10	10	10	10	10	10	10	386	10	10	10	10	233	10	62	533	254	864	163	59	10	10	10
"39221_at"	159.6	560	55	1726	14	699	423	82	291	490	456	336	1138	10	41	10	16	428	586	10	10	677	325	199	608	15	126	607	970	122	10	733	944	1701	85	142	409	2260	311	395	521	3289	840	1007	10	113	10	10	10	10	10	107	10	10	10	174	10	10	10	10	222	10	10	659	572	88	10	10	509	10	10	10
"39237_at"	10	48	10	10	456	10	10	50	10	10	10	10	10	10	10	10	10	10	10	10	31	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	22	10	10	10	10	10	10	10	394	207	10	853	10	1010	1205	10	592	904	485	10	10	700	137	2534	12	1213	1989	10	145	661	10	10	1395	10	10	10
"39250_at"	39.9	10	31	350	10	113	10	10	61	52	10	20	363	34	10	10	22	81	71	117	52	10	143	10	30	10	10	10	126	10	10	105	34	183	10	20	10	87	11	77	10	10	10	56	309	10	10	10	10	10	30	10	77	91	10	10	10	1502	10	10	205	10	470	10	13	396	229	10	36	10	196	21
"39252_at"	10	387	10	10	10	98	60	10	10	100	10	10	170	12	10	10	144	47	34	92	128	10	10	59	10	10	243	10	10	10	10	112	56	76	24	86	10	10	130	31	372	42	85	10	337	273	220	77	205	66	449	10	279	84	10	63	10	10	10	10	10	105	10	10	86	22	10	10	21	10	260	10
"39286_at"	867.2	2475	2478	651	10	786	756	10	2039	69	447	73	10	297	997	765	2225	2955	423	1003	832	902	632	422	472	2975	10	343	10	101	10	2133	2933	10	226	1218	132	3211	791	10	10	258	466	736	10	10	10	10	10	10	10	10	10	43	10	10	10	10	10	10	10	27	10	10	648	10	228	10	10	10	10	10
"39296_at"	295.5	197	10	89	10	67	331	198	528	356	471	10	110	104	373	640	10	210	196	294	328	649	148	10	217	10	199	218	10	95	88	132	145	10	10	283	141	10	10	749	10	376	14	487	167	12	10	10	51	168	10	10	36	871	10	10	10	10	10	10	10	28	10	10	10	10	58	10	10	10	10	10
"39311_at"	452.7	10	10	10	711	10	10	592	518	10	10	10	10	10	10	10	10	10	10	10	10	10	535	10	10	10	10	10	10	10	475	10	68	10	10	10	10	382	10	10	10	361	713	10	695	444	10	698	447	305	648	10	10	10	796	712	10	10	606	10	10	353	10	752	52	782	584	893	689	10	10	464
"39318_at"	15880	16000	2423	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	15161	16000	138	16000	16000	655	16000	16000	15347	11140	6890	15737	16000	16000	12604	4758	1228	750	15283	15562	1458	530	274	852	10	229	478	21	330	575	898	5653	574	656	443	492	692	202	52	501	794	536	633	453	804	253	492	495	219
"39566_at"	10	27	10	10	45	10	29	10	52	10	10	10	10	10	10	10	16	10	69	10	10	20	10	34	17	119	10	10	27	10	10	10	10	134	85	10	10	10	10	10	779	148	10	78	451	458	766	158	216	540	786	237	779	1698	10	758	233	536	393	471	759	1039	1461	715	219	316	990	658	66	10	231	18
"39571_at"	86.6	74	10	10	10	71	135	46	10	21	15	10	172	10	10	10	10	10	107	269	10	10	119	10	10	10	118	19	10	10	10	69	13	10	10	87	10	71	10	196	292	119	128	10	57	37	10	148	46	71	159	10	57	10	10	105	62	105	10	258	275	275	10	62	10	60	272	262	10	10	78	19
"39575_at"	1095.6	10	251	10	10	34	1401	1472	10	10	717	10	10	114	10	10	10	10	10	10	10	26	117	10	10	26	10	10	10	10	10	10	10	42	20	10	10	10	10	10	10	10	10	10	72	10	10	10	10	10	10	10	10	10	10	10	84	71	10	26	10	10	10	10	25	36	10	10	10	10	10	10
"39576_at"	795.9	590	10	10	262	467	579	524	514	10	233	10	10	111	253	1629	10	10	10	105	27	417	169	268	10	10	26	275	10	10	180	10	10	10	10	10	10	10	73	27	187	182	42	17	10	10	10	10	163	10	10	17	333	53	10	10	338	10	109	148	92	10	10	10	110	10	10	10	10	10	10	10
"39588_at"	45.9	10	10	168	10	10	10	10	10	10	10	10	10	34	392	10	10	10	26	10	10	192	10	10	10	10	10	10	10	10	10	10	235	10	10	10	10	10	10	115	350	10	430	10	10	10	315	10	10	10	10	510	10	10	10	10	10	10	10	10	10	10	10	346	287	10	10	10	1576	10	10	10
"39593_at"	10	10	10	10	10	10	10	10	10	10	10	10	194	10	10	10	10	10	10	10	10	10	10	10	10	10	10	322	10	10	10	10	302	3462	101	213	10	23	10	10	1498	10	3496	10	10	302	10	56	10	10	10	1175	10	10	10	10	10	327	608	10	2358	21	909	1130	14347	18	10	10	7508	330	315	10
"39602_at"	228.8	272	10	783	266	539	256	151	47	1318	10	1054	604	10	10	10	10	341	1111	144	100	10	25	122	10	10	10	10	10	10	10	117	131	522	69	10	10	10	10	85	10	10	10	447	10	83	10	10	10	10	10	17	10	10	406	10	101	183	10	10	10	10	10	10	194	10	28	135	10	10	10	10
"39610_at"	10	10	10	10	10	10	10	166	10	53	10	126	10	10	10	10	10	10	10	10	10	10	27	87	10	10	10	56	10	10	10	162	70	10	10	63	10	59	10	10	10	10	151	10	84	2220	807	10	559	971	10	10	3105	4424	10	50	1098	927	10	1401	10	2033	4960	391	1307	3374	4742	962	419	916	710	10
"39611_at"	10	10	10	10	10	10	10	87	10	292	10	10	10	10	10	10	12	179	190	10	10	10	10	10	10	10	10	10	10	10	10	130	10	16	10	10	10	10	10	10	148	10	10	10	10	10	10	10	10	10	441	724	10	10	609	86	10	10	10	383	165	10	319	10	10	573	10	10	173	10	795	94
"39642_at"	742.6	359	25	67	115	422	363	10	905	283	1485	10	10	2015	698	10	10	10	10	66	10	827	10	540	98	10	10	117	10	57	46	10	73	10	250	418	10	250	36	51	10	99	10	10	10	10	10	18	65	281	77	10	10	24	10	10	10	125	10	10	10	86	10	10	109	10	10	10	38	10	10	10
"39667_at"	301.7	254	906	10	124	1229	46	846	588	457	513	372	10	517	10	17	321	166	295	397	10	1280	669	372	178	1175	270	10	222	118	53	10	10	680	945	10	10	10	10	104	182	10	333	304	1218	149	565	10	10	10	10	10	10	10	469	83	10	605	10	10	10	189	10	41	10	134	10	10	224	832	10	10
"39668_at"	10	42	10	10	10	10	41	20	10	509	10	61	10	190	10	10	10	43	146	188	10	10	10	10	10	10	10	10	10	10	10	38	90	10	10	10	10	36	10	10	508	10	10	10	377	10	10	10	10	10	91	10	10	10	326	604	288	10	124	10	10	10	765	143	1054	1156	10	649	384	10	620	10
"39669_at"	88.1	10	10	42	28	10	22	633	10	10	10	385	615	10	10	10	197	10	119	10	424	184	200	10	72	119	212	10	121	10	10	10	121	10	311	10	10	10	20	10	10	10	203	10	743	189	521	10	10	10	276	10	857	76	243	28	126	10	848	10	344	63	36	10	142	789	10	813	95	10	10	10
"39681_at"	1273.8	10	10	151	10	16	1855	10	10	10	1479	52	32	84	102	10	10	10	10	10	10	10	10	10	10	216	10	10	141	10	320	1305	4492	3685	12	10	284	1764	10	10	526	4989	10	10	410	297	636	10	465	185	10	10	279	10	10	356	1484	10	10	10	10	150	241	10	10	10	118	266	10	10	10	10
"39925_at"	10	10	10	10	10	10	10	54	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	107	10	10	10	10	76	10	10	10	10	10	260	10	10	10	10	10	2378	632	952	10	10	475	10	10	10	10	411	997	637	10	10	442	10	720	10	160	10	183	892	1340	851	10	10	10	196	10	715	747
"39936_at"	10	10	10	10	10	10	10	160	10	165	10	10	10	10	10	10	10	10	10	96	10	10	10	10	10	10	10	10	10	10	10	10	10	2067	10	10	167	10	10	10	161	10	1395	10	10	10	10	10	10	10	10	146	10	10	10	10	10	10	10	10	10	10	10	10	67	10	10	10	8204	10	310	10
"39938_g_at"	125.3	66	105	32	10	128	62	10	77	98	10	35	10	56	10	10	10	33	10	10	44	211	40	24	44	189	105	10	10	41	10	144	65	418	10	10	219	10	10	46	115	28	831	10	153	10	29	10	76	41	23	10	10	126	10	14	10	10	10	10	10	28	10	256	26	10	10	10	2565	10	33	10
"39950_at"	28.1	24	37	10	10	17	25	13	160	116	71	13	30	70	10	12	48	34	52	17	10	10	10	10	19	23	36	10	10	10	10	10	10	875	24	10	10	29	10	68	1091	10	110	10	36	125	78	10	10	10	120	61	10	25	10	239	55	99	10	66	10	10	142	1374	447	541	143	10	10	58	73	10
"39951_at"	10	10	10	10	63	202	58	127	202	11	199	10	10	176	10	294	10	50	10	128	160	144	100	125	10	17	17	10	142	10	10	10	10	200	52	10	10	10	52	76	163	10	145	23	100	10	121	10	10	10	10	31	278	681	102	82	148	136	10	10	10	205	259	10	10	177	132	230	179	176	10	10
"39954_r_at"	62.1	107	10	10	111	77	353	148	136	156	87	25	10	120	10	532	10	10	226	113	10	95	219	10	92	49	165	10	10	226	77	60	10	312	10	58	52	10	42	43	151	55	103	10	10	10	36	72	10	10	10	10	10	220	37	10	10	10	14	10	10	10	10	66	10	33	10	10	28	10	32	10
"39994_at"	721.9	10	10	27	3155	1962	283	672	79	1198	217	10	702	309	10	10	10	56	2457	226	153	10	244	163	185	2339	63	10	10	10	76	1771	264	7396	196	10	662	613	10	378	4893	10	2888	263	10	2087	390	10	10	10	10	3337	10	10	10	1566	10	1229	10	60	3409	175	2033	4659	7159	3271	671	10	4883	10	10	10
