	GSM92240	GSM92241	GSM92242	GSM92243	GSM92244	GSM92245	GSM92246	GSM92247	GSM92248	GSM92249	GSM92250	GSM92251	GSM92252	GSM92253	GSM92254	GSM92255	GSM92256	GSM92257	GSM92258	GSM92259	GSM92260	GSM92261	GSM92262	GSM92263	GSM92264	GSM92265	GSM92266	GSM92267	GSM92268	GSM92269	GSM92270	GSM92271	GSM92272	GSM92273	GSM92274	GSM92275	GSM92276
204964_s_at	30.5	18.8	42.7	10	58.3	73.3	166.9	61.8	10	16.8	10.2	10	10	10	59.4	10	10	46.5	41.5	60.2	55.5	10	10	33.7	82	10	10	28	29.1	10	25	10	10	31.2	61.4	46.4	24.2
204966_at	31.3	20.8	27.7	15	10	17.6	43.7	38	28.6	10	10	25.4	45.2	29.1	15.4	14.3	42.6	33.3	18.8	26	34.3	10	44.5	27.5	32.5	11.4	28.8	46.9	28.4	24.5	31.8	39	20	21.4	22.9	10.1	41.4
204971_at	69.1	41.9	30.2	15.9	78.7	142.4	108.2	31.4	81.4	21.8	82.4	10	204.4	269.1	29.2	37.8	10	12.3	21.8	29.3	10	23.1	40.3	28.1	35.6	18.9	46.1	38.6	28.3	117.4	10	118.9	59.2	20.3	16.6	40.2	26.2
204988_at	26	10	10	24.5	10	17.7	25	22.9	19.7	50.7	10	65.7	55.5	18.6	10	31.3	40.9	35.7	63	27	11.7	46.5	19.6	10	10	49.2	10	17.4	10	10	26.5	66.4	18.1	19.7	43.4	10	10
205000_at	15.1	58.3	55.9	13.5	102.2	10	10	78.3	10	12	29.8	101.3	10	10	10	10	23.9	86.3	136.1	124.4	14.2	10	30.5	10	46.5	160.4	10	10	10	10	10	22.8	140.7	10	82.5	123.6	17.6
205002_at	10	82.6	32.3	36.1	40.1	16.5	31.5	25.1	50.6	58.6	35.5	34	43.7	27.6	45.6	20.5	68.1	50.7	32	10.4	48.6	47.4	15.8	10.8	62.2	54.7	41.1	14.3	41.1	35.5	32.8	47.7	52	37.8	41.3	62.5	10
205009_at	4174.3	1600.3	1960.8	3581.7	968.3	621.4	323.9	322.7	354.6	296.7	84.2	142.3	233.6	758.7	834.2	283.6	387.2	263.3	745.5	2780.6	104.2	40.6	262	193	250.9	324.3	230.7	355.9	116.6	354.9	3884.4	735.4	108	192.1	40.6	48.5	353
205025_at	26.7	34.2	10	17.5	10	10.9	30.8	10	37.5	52.2	27.5	41.7	33.9	10	10	10	40.8	19.2	10	53.1	28.2	63.8	10	10	37.8	22.9	33.3	47	29.3	10	10	42.2	40.7	26.4	41.2	57.5	61.4
205042_at	114.6	144.3	913.9	350.8	213.9	184.3	127.6	94.4	106.5	208.3	112.7	121.2	58.3	207.8	102.3	206.2	355.3	219.7	59	870.2	139.9	263.1	150.9	484.4	137.8	59.8	227.4	109	91	37.8	687.3	318.8	94.3	534.3	31.2	118.6	207.3
205043_at	181.8	164.7	167.1	118.9	218	288.4	199.3	622.4	479.2	295.6	578.8	379.4	495.1	343.3	87.2	601.4	539.1	450.8	617.2	25.4	736.4	895	568.3	446.4	119.2	192	22.6	284.6	954.6	485.7	139.9	761.7	203	168.9	367.2	690.7	550
205044_at	10	32.6	10	44.6	14.2	10	13.7	10	10	10	104.2	10	10	23.4	10	10	10	10	10	49.6	10	10	11.3	22.3	10	10	30.6	3351.9	10	10	44.9	10	10	10	10	10	10
205046_at	51.5	81	41.2	10	60.4	60.1	10.3	21.8	10.2	12.6	88.8	10	12.4	97.5	21.2	56.8	43.8	13.2	10	59.4	45.4	10	18.6	16.4	35.7	10	55.7	10	84.1	62.4	84.9	26.6	10	17.5	60.7	10	19.6
205048_s_at	11.7	17.2	17.3	10	189.1	32	66.4	194.4	35.3	32.4	20.3	19.5	22.1	169.4	25.2	14.3	10	61.3	61.6	28.4	24.7	12.7	18.2	32.7	10	26.5	33.1	11.9	236.7	10	12.4	16.4	18.5	17.6	47.8	109.7	16.3
205051_s_at	51.8	50.5	38.7	64.4	58.2	199.8	95.4	70.9	27.2	10.6	51.7	36.5	39.6	37.9	10.6	56.3	47.9	62.8	41.4	35.8	39.3	39.1	100.1	18.1	26.9	13.6	10	18.1	37.4	35.3	60	61.2	67.5	27.6	65.9	52.4	12.3
205061_s_at	60	70.8	73.5	36.9	80.6	144.7	66.1	113.4	63.9	10.1	49.8	33.4	12.8	11.9	68.6	63.4	76.6	34	55.4	49.4	10	45	10	44.6	31.1	36.3	93.8	39.4	62.2	33.5	59.1	96.5	61.6	33	24.9	36.8	10
205066_s_at	15.8	19.2	21.9	117.7	37.1	48.5	43.8	31.5	54.1	10	58.3	24.5	68.6	29.3	52.8	34.7	49.8	13.9	41.8	45.3	66.8	72.4	13.2	56.1	19.8	68.4	14.2	11.4	44.5	16.3	24.9	56.5	33.9	10	49.1	38.5	39.8
205081_at	283.4	543.8	297.4	349.6	134.9	310.9	126.6	18.4	72.5	14.7	13.1	14	10	258.3	151.1	25.5	127.4	71.9	25.4	246.9	57.2	200.6	478.2	221.5	611.4	37.6	259.5	29.4	45.2	83.2	150.4	32.2	140.3	319.6	117.2	84	52.4
205086_s_at	25.3	40.1	10	10.2	10	17.6	15.3	35.2	20.6	47.3	19.7	22.5	16.9	17.5	17.3	43.8	16	39.5	24.1	31.5	25.9	49.7	17.6	10	10	33	26.5	34.3	30.4	10	27.2	51.1	36.8	43.8	53	42.6	20.8
205090_s_at	44.8	39.4	51.6	52.4	51.9	93.4	13.4	18.7	58.8	85	66.9	15.5	18.4	36	72	80.3	16.1	87.1	67.1	70.7	77.9	64.5	48.1	63.6	75	49.3	117.9	81.3	79.1	72	79.6	86.1	76	108	118.5	78	69.8
205096_at	13.3	16.7	10	10.5	47.1	22.6	18.2	32.1	23.7	10	49.1	21.1	25.2	37.1	53.4	18	10	34.9	31.4	39	43.9	10	71.1	39.5	42.9	21.9	21.5	57	55.7	29.4	43.4	29.9	25	27.5	10	29	48.4
205097_at	46	64.6	80.7	60.6	248.9	56.9	173.7	1998.3	185.6	150.7	507.2	10	368.8	58.1	117.5	1303.3	2175.1	245.2	860.8	60.8	1043.6	632.5	166.2	1115.6	42.4	296.9	69.4	92.1	106.2	47.5	73.6	563.8	89.8	68.4	443.6	455.1	90.7
205099_s_at	54.9	59.9	85.4	10	83.5	58.1	60.1	98.4	17.9	10	10	10	74.7	10	10	21.8	10	18.4	19	10.5	13	10	118.5	15.2	64.4	30.9	65.3	10	10	13.9	15	46	37	25.3	45.9	24.3	28.3
205110_s_at	12	28.5	24.1	66.7	13.4	31	43	30.7	10	21.6	62.1	10	19	10.1	61	18.8	30.8	29.8	75.9	55.6	36.6	13.3	10	24.6	32.6	48.8	18	38.3	14.7	10	14.4	41.2	28	25	45.6	29.2	20.7
205112_at	32.3	19.1	35	28.4	44.2	31.3	43	37.1	27.9	10	21	15	32.5	54.3	23.4	33.6	83.3	70.1	37.5	44.4	18.4	83.6	10	66	26	29.2	10	35.2	28.5	58.6	33.8	24.8	10	10	10	10	10
205131_x_at	39.8	57.3	36.1	10	35.8	10	27.4	24.1	14.8	10	25.8	10	54.6	17.4	49.9	13.1	10	35.4	20.6	10	44	16.5	47.2	17.3	28.6	26.8	25.6	19.1	10	10	16.7	27.6	46.9	20.7	51	31.6	58.4
205136_s_at	22.9	29.6	28.6	16.9	13.6	10	43.8	49.2	65.5	88.3	54	76.5	60	39.2	73.4	53.4	10	26.6	16	42	41.8	43.9	17.1	32.3	54.9	78.8	36	23.5	43.4	13.6	10	15	64.1	82.9	46.8	69.7	55.6
205148_s_at	26.9	61.5	36	20.5	10	22.3	51.2	60.4	25.5	10	50.1	21.6	88.3	10	10	47.2	28.2	38.2	10	10	10	78.7	15.8	25.4	10	67	50.5	14.4	12.7	10	10	10	11.1	52.4	50.9	60.7	11.8
205155_s_at	31.9	28	24.1	10	10	63.2	10	26.8	12.8	21	51.9	10	46.4	46.9	44	33.7	10	19.3	10.9	19.1	33	16.7	31.1	25.7	49.3	53.1	19.1	11.1	76	49.5	10	23.5	16	41	28.8	10	10
205156_s_at	11	22.8	10	10	10	28.1	12.7	18.3	92.6	63.5	13.2	73.4	44.3	42.2	55.6	61.2	11.9	10	55.6	17.5	12.1	70.2	11.3	15.1	10	50.3	18.4	76.2	50.5	63.6	10	59.7	55.3	12.8	30.5	22.8	143.3
205158_at	102.3	277.8	200.8	485.8	152	54.9	93.8	203.8	78.2	84.4	88	81.9	64.7	59	54.9	84.5	171.1	138.6	165.7	518.7	61.9	142.4	71.1	189.6	79	52.6	117.3	309	50.1	41.7	351.1	74.5	43.2	307.5	36.9	86.9	75.5
205160_at	98.5	36.9	37.1	29.1	41.6	53.3	46.3	63.1	56.1	65.1	24.3	73	123.2	53.1	40.3	42.1	98.6	46.4	73.2	23.9	15.6	69.6	92	15	13.6	31.2	10	65.6	22.2	10	35.1	90.4	41.3	63.1	72.9	77.8	32.5
205165_at	16.2	26.6	10	52.6	21	10	52	57.6	25.2	44.8	66.3	90.4	21.7	45.5	44.3	85	18.4	57.1	25.3	42.8	50.1	39.4	10	58.2	61.6	49.1	11.4	10	58.8	25.9	13.3	57.5	55.5	27.1	31.9	56.1	68.5
205174_s_at	10.1	29.6	18.4	10	65.5	58.9	48	65.7	71.2	57.3	81.4	78.3	10	35.1	62	36.9	91.8	12.1	113.3	101.2	49.1	30.7	33.5	10	10	99.1	10	11.3	43.8	10.5	11.8	61.5	91	22.6	82.8	11.2	65.2
205185_at	41.3	34.8	28.2	43.5	10	10	19.7	105	11.6	10	43.2	10	59.3	27.2	60	35.9	65.8	39.1	21.1	111	51.9	10	57	37.9	27.4	37.4	18.1	37.8	12.9	36.3	50.7	91.4	27.8	10	43.8	70.1	24.3
205195_at	34.9	18.8	50.9	41.3	76.6	10	12.5	44.4	48.4	23.7	32.3	12.1	10	27.1	17.9	22.1	16.2	10	25.2	57.9	21.7	10	31.8	26.3	19	28.3	33.8	25.4	48.2	39.2	42.6	18.2	33.8	40.8	10	10	98.4
205229_s_at	38	10	28	28	26.7	10	28.3	149.8	32.1	44.3	28	10.3	69.6	87.7	34.7	44.2	35.3	37.3	20	45.6	93	26.8	41.1	40	10	47.4	19.6	31.7	53.6	18.1	97.8	29.5	72	108.3	38	28.9	28.4
205239_at	112.7	109.3	46.6	130.8	185.9	65.6	56.5	591.2	159.2	139.6	707	32.5	270.2	172.6	34.2	126.8	53.6	79.7	75.7	46.9	324.3	277.4	77.7	447.5	84.2	274.8	53.4	50.2	562.2	546.3	64.6	443.4	48.7	49	231.1	57.4	216.2
205240_at	40.1	126.2	132.3	36.1	73.1	44.1	226.9	189.6	163.7	142.3	161.1	107.5	36	183.9	138.9	166.1	195.8	92.2	212.2	60.1	213.7	116.2	10	346.8	46.8	143.6	29.7	10	148.1	147.1	93.2	100.1	85.3	157.7	142.8	270.9	247.1
205242_at	32.2	88.2	50.5	13.6	24.6	53	14	10	12.4	10	10	10	23	10	14.9	57.7	10	10	10	10	13.5	85.6	107.2	107.6	21.1	28.8	159.4	19.9	18.6	43.5	181.3	59.9	104.1	31.5	10	36.8	10
205243_at	42.7	49.9	49.4	89	42	18.4	64.9	10	56.3	33.1	36.8	129.5	12.9	37.6	48.4	39	35.7	36.9	13.3	14.4	53	10	65.5	11.7	10	82.2	31.9	18.9	52	10	41.7	31	10	92.2	40.6	107.7	36.5
205258_at	26.8	10	74.4	10	48.8	89.4	26.6	24.5	28.5	10	44.2	80.5	135.2	29.3	44.1	107.8	20.4	33.5	174.3	23.9	24.8	10	32	15.9	39.1	208.7	17.4	47.9	49.3	37.7	31.8	42	63.4	32.6	33.7	47.6	121.4
205265_s_at	12.6	25.8	47.9	19.9	11.1	51.5	84.5	45.8	25.2	57.1	10	80.8	51.4	11.1	124.7	24.9	26.9	30.4	81.6	10	24.7	39.6	12.7	30	47.4	44.1	10.8	41.2	11	10	17.9	47	23.3	62.3	54.7	69.3	48.3
205270_s_at	16.8	44.3	24	10	52.3	76.3	16	13.7	57.1	11.2	13	78.4	32.6	10	32.9	38.1	13.5	53.9	10	14.1	26.3	30.8	13.1	28.8	10	10	76.5	35.2	32.1	11.3	52.7	12.9	49.2	34.3	45.9	13.6	11.7
205276_s_at	11.5	12.3	12.5	11.1	24.4	10	10.6	23.8	26.3	10.9	10	33.9	76.4	24.9	27.4	10	14	14.3	24.2	25.9	46.5	20.6	52.3	37.3	32.8	37.3	17.4	48.4	34.9	41.4	31.4	32.5	26.4	50.4	36.8	10	39.7
205289_at	65.6	61.7	49.5	154.5	87.2	53.8	56.6	29.3	30.7	25.7	38.7	30.1	43.2	47.7	15.1	23.3	83.3	113.3	14.8	62.8	30.2	56.7	28.4	30.4	39.6	27.8	10	103.2	30.5	37.7	42.7	60.2	21.4	49	51.8	41.6	10.3
205295_at	36.7	45.2	14.8	21.2	43	38.5	38.2	39	255.2	47.3	110.2	10.8	45.7	88.7	11.7	90.6	48.9	37.8	47.8	24	138.8	95.5	98.6	100	22	39.1	22	51.9	48.4	274.9	30.2	20.1	42.5	40.4	263.7	27.3	86.9
205302_at	16.8	21.7	27.3	49.7	12.2	11.2	130.7	50	34.6	12.5	10	26.2	26.2	10	32.2	51.3	31.1	16.1	19.6	16.4	14.6	19.7	25.7	15.7	10	43.2	14.9	19.1	10	10	23.2	50.5	16.4	26.3	30	10	10
205322_s_at	55.5	71.9	30.9	11.8	59.6	14.9	60	32.3	48.7	40.5	45	23.7	44.5	56.5	10	23.7	68.6	36.6	10	34.4	29.5	81.3	25.6	53.5	20.7	42.9	20.6	41.3	40	46.1	22.8	33.1	53.3	41.3	71.9	10.9	46
205336_at	10	16.5	34.1	27.3	21.6	39.2	44.8	20	53	29	25.5	47.2	55.1	23.7	10	28.1	51.7	41.6	10	10	10	34.6	13.2	10	10	58.1	26.4	10	25.7	26.5	11.1	51.6	30.7	10	41.2	35	14.5
205342_s_at	335.9	35.6	67.5	35.9	42.2	221.9	23.7	33.3	54.5	153.5	106.8	10	124.1	129.9	54.1	127.1	115.4	99.9	93.8	131.5	88.9	32.3	92.2	19.7	77	27.5	23.8	683.3	107	204.3	31.3	128	39.8	146	30.1	42.3	28
205364_at	78.1	46.1	33.7	24.3	25.1	13.4	82.9	91.1	247.8	80.1	105.2	141.4	61.7	32.1	56.5	147.9	123.1	139.4	227.5	29	201.4	100.7	212	67	95.6	31.7	23	45.2	40.6	64	55.9	143.8	165.7	87.3	158.7	210.9	300.3
205366_s_at	56.7	133.3	85.7	36.8	160.7	21.6	81.2	105.9	172.3	69.5	76.5	288.2	264.5	172.1	28.6	195.3	162.1	270.1	38.2	169.8	14	154.1	144.6	237.2	74.4	47.6	125.2	285.7	101.7	377.2	171.4	39.4	46.3	107.5	27.2	59.7	142.6
205368_at	15.6	21.2	10.7	10	11	47.4	21.6	10	25.5	51.8	16.6	42.7	23.3	45.8	28.9	18.1	32.9	43.6	10	19.9	16.9	44.3	19.5	10	27.6	10.9	10	60	15.3	36.7	16	17.8	47.3	70.5	10.2	42.8	10
205372_at	10	14.1	20	10	33.2	18.4	10	31.5	35.8	10	31.2	10	10	26.7	30.2	10	10	10	45.2	10	37.3	29.1	10	45.5	54.5	128.2	13.2	10	23.5	46.3	11.9	19.4	10	24.6	15	55.5	28.1
205379_at	47.2	114.2	59.8	57.3	129.9	112.1	75.7	70.8	24.5	39.7	92.3	10	14.1	64.4	10	42.3	94.5	57.6	27.2	112	31.9	18.3	28.8	21.9	10	10	117.3	22.3	24	29.8	67.3	59.3	57.6	56.7	53.8	56.5	32.4
205380_at	44.7	29.5	29.8	14.2	17.9	10	10	31.4	33.8	58.2	11.3	87.4	43.9	23.5	38.4	30.5	50	38.2	14.5	10	11	33.2	33.2	16.8	24.2	53.1	10	44.1	28.3	24.1	10	26.4	27.9	34.1	34.8	31.1	20.9
205382_s_at	110.4	47	35.3	21.4	30.2	68.1	60.9	19.5	18.6	11.1	10	16.2	12	74.2	84.8	20.2	29.2	27.8	10	10	10	36.5	10	79.7	10	43.9	49.1	10	10	175.6	36.1	10	38.4	87.1	86.5	37.9	10
205395_s_at	23.2	74.3	62.7	31.3	39.6	34.4	39	124.7	28.2	69.4	94.2	11.6	33.3	68.3	39.7	106.1	10.3	31.7	68.9	19.2	46.6	140.5	10	140	68.7	74.2	42.2	39.7	33.9	54.4	54.8	58.1	46.8	64.8	68.9	60.3	10
205398_s_at	23.9	13.7	108.7	129.8	53.9	31.6	18	76.7	72.5	14.7	53.9	93.9	16.2	119.3	110	12	20.8	12.3	17.5	13.1	29	93.1	18.7	28.1	32.6	14.2	49.8	120.7	81.3	68.4	35.5	27	46	54.7	30.6	30.6	15.4
205403_at	115.7	10	295.7	172.9	45.3	18.9	99.8	33.6	10	10	100.1	17.6	10	20.2	12.5	12.6	157.3	45.7	44.4	106	23.5	10	10	30.4	52.2	21.6	10	25	38.6	12.7	865.5	40.1	21.7	20.1	10.7	21.8	10
205409_at	27.4	23.3	38	34.3	29.2	33.6	12.6	35.2	26.6	42	31.4	60.4	15.2	57	10	10	35.7	25.1	42.5	49.4	27.2	22.2	68.7	25.2	51.5	44.6	51.4	108.8	74	31.6	56.6	32.7	58.1	46.9	22.1	10	63.1
205421_at	14.3	10	26.2	37.1	10	10	15.1	31.5	60.1	33.1	28.8	49.9	44.9	76.3	35.8	12.4	10	13.1	32.8	10.9	57.4	21.1	29.5	58.7	83.9	20.4	10	10	46.9	17.1	10	17.8	36.3	40.2	13.2	17.5	22.9
205422_s_at	10	17.8	37.4	10	10	68.4	178	10	10	10	10	10	10	10	71.5	10	10	10	17.6	10	137.5	10	22.4	28.9	18.5	63.9	10	10.2	19.1	17.5	17.2	10	47.4	36.7	162.5	45.7	10
205449_at	105.8	71.8	74.7	10	106.2	140.7	10	82	53.7	76.5	59.6	92.5	150	105.3	64.8	146.9	31.3	67.5	96.2	32.7	119.3	124.3	10	112.6	122.8	154.2	140	10	129.3	122	69	106.2	49.9	69	176.6	33	10
205450_at	33.7	22.7	21.3	36.3	17.3	28.8	19.6	40.9	10	10	65.1	55.2	72.3	28.6	44.5	41.9	40.9	75.4	87.8	48.9	44.7	17.6	10	33.4	14.4	15.6	36.9	10	149.5	28.8	43.7	32.8	52.9	48.7	54.6	18.1	18.9
205453_at	22.3	65.4	59.7	49.9	92.9	21.5	110.2	44.9	55.4	22.6	43.2	30	59.5	10.9	58.6	54.7	19.9	367.4	56.2	56.8	41.5	13.1	30.9	53.8	38.6	64.9	169.4	313	13.7	55.5	269.6	20.8	105.5	55.2	56	70.3	37.8
205464_at	36.2	32.6	12.6	32.2	72.1	50.4	26.7	73.2	36.8	62.7	17.9	42.8	98.6	28.6	12.3	10	72.5	10	30.5	25.7	26.9	35.7	52.6	24.2	12.1	50	10	32	15.6	18.2	10	33.5	11.4	49.9	67.4	92.5	10
205470_s_at	112	207.6	45.2	106.8	78.5	102.7	15.7	10	10	16.9	35.4	10	10	98.7	81.2	10	71.2	42.8	68.1	126.2	18	10	65.9	10.3	87.1	10	27.8	16.9	21.3	400.8	174.7	12.1	17.5	57.5	10	10.1	18.2
205471_s_at	36.7	63.3	111	147.7	45.5	60.1	51.9	162.7	272.3	222.4	71.1	412.7	158.3	59.1	96.5	210.7	70.5	67.8	171.7	253.4	138.4	187.8	141.9	114.1	144.3	262.9	16.5	274.9	54.2	26.8	138.5	142.3	170.5	140.6	107.8	413.8	104.1
205472_s_at	10	10	10	22	27	10	10	40	62.5	40.5	13.5	104.5	18.4	10	17.8	43.4	36.6	10	58.9	45.7	33	48.1	10	13.7	49.6	46.6	15.6	52.4	10	10	10	64	39.5	18.1	10	78.3	14.5
205476_at	588.4	263.6	82.6	299.7	1865	1603.7	318.5	955.3	163	41.5	154.4	105.5	339.6	425.6	195.8	762.9	1367.4	150.5	118.2	315.7	454.6	1151.7	125.2	375.4	361.5	1210.1	267.5	1260.3	62.1	304.7	175.3	616.7	621	57.5	170	198.6	10.3
205483_s_at	524.9	277.3	192.5	68.8	146.9	1306.4	59.8	60.5	79.1	58.3	109	110.4	145.6	55.4	132.2	22.6	10	88.1	47.8	36.8	115.9	39.6	33.7	100.3	261.9	87	359.9	63.3	95.8	132.2	113.7	102.9	182.4	95.1	168.4	156.8	138.6
205495_s_at	27.5	10	11.2	87.8	28.3	19.4	15.8	10	10	15.2	24.5	11.9	12.4	19.4	29.2	21.7	33.3	10	14.3	34.3	10	10	58.3	27	10	11	99.8	29.5	34.9	20.2	34.9	34.8	48.3	10	10	40.8	20.5
205499_at	14.3	44.4	43.2	15	51.8	26.4	64.9	120.6	40.5	35.4	57.5	82.8	176.4	79.7	46.4	143.2	11.6	27.9	172.4	33.1	33.7	14.3	15.6	131.4	41.6	10	17.9	10	209.2	40.2	18.6	136.6	112	21	98.6	27.6	139.5
205504_at	22.8	10.6	25	31	24.7	10	36.9	35.1	33.8	10.2	15.2	60	36.8	10.5	35.7	28.2	15.4	29.1	26.7	14.7	18.1	44.5	67.2	32.8	21.1	30.3	31	37.2	54.1	10.3	34.2	27.3	25.5	46.9	48	47.8	12.3
205513_at	385.2	327.6	194.1	4350.3	79.7	172.8	131.5	132.1	78.6	90.3	67	102.4	86	125.6	78.9	32.7	106.5	76.2	66.5	349	37	48.4	132.2	35.4	165.4	130.8	83	75.2	63.7	60.8	603.7	395	53.6	816.8	39.4	62.1	51.6
205531_s_at	10	29.4	14.1	10	10	10	26.7	38.4	28.4	28.4	14.2	63.1	56.8	19	59.1	28.2	28.2	18.2	12.4	15.2	11.1	17.2	63	58.8	49.8	35.3	38.3	10	49.2	41.7	10	10.3	13.1	26.1	39.9	44.3	35.8
205536_at	23.1	48.9	12.4	28	11.8	10	10	24.3	42.9	61.7	14.1	26.1	10	14.8	10	26.3	45.3	10	61	10	33.2	43.2	21.4	40.3	37.2	12.7	18.3	18.4	53.7	46.2	10.5	10	16.9	27.2	65.7	25.5	59
205541_s_at	31.3	13.9	43.2	73.8	30.6	65.5	34.6	110.4	31.7	50.6	155.4	26.7	264.3	85.7	27.4	242.6	126.3	167.6	145.8	26.3	96.8	30.4	102.5	89.6	31.7	109.2	66	43.5	146.1	36.5	49.1	113.8	98.3	71.6	40.6	185.9	96.5
205547_s_at	212.8	458.5	834.7	80.1	280.4	1072.6	2000.6	740.5	47.1	99.5	510.3	54.3	167.8	68.9	1021.2	118.2	44.9	628.3	1554.3	121.9	542.4	79.4	218.9	459.9	970	392.8	107.5	110.3	570	460.5	280.4	141.9	795	358.1	555.6	759.8	636.7
205549_at	24.4	38.8	49.9	31.3	22.5	49.9	1046	82.6	11.9	38.4	440.9	66.8	52.1	30.7	10.2	24.8	52.8	37.2	48.5	10	36.6	107.9	42.2	30.6	27.2	56	10	36.9	29	32.2	20.1	47.8	40.9	42.4	35.1	47.7	22.3
205555_s_at	34.5	23.4	34.2	35.2	10	33.3	100.1	10	72.8	10.4	13.3	10	41.9	18.3	35.2	10	10	11.3	22	20.3	10	10	28.5	10	10	73.4	10	10	10	10	20.6	10	15.8	59.9	10	10	92.4
205569_at	58.5	31	32.8	10	30.1	175.3	17.4	36.1	23.7	13.4	10	10	35.9	41.1	31	28.9	10	24.9	29	35.7	10	16.5	10	36.3	20.5	15.1	81	26.4	31.4	30	49.3	26.8	89	24.6	55	24.1	65.9
205593_s_at	10	26.7	10	33.7	122.4	10	43.9	72.4	10	70.9	10	55.2	23.8	10	10	41	101.5	33.6	71.3	44.8	42.4	128.2	11.6	10	38.6	27.9	10	10	10	82.8	10	16.9	10	58.2	39.7	83.9	50.4
205595_at	53	27.1	73.7	118.2	121.1	220.7	96.2	73	69.3	88.1	19.8	179.5	77.7	300.1	21.2	55.1	52	43.5	27.3	48.9	60.9	62.2	104.4	184.8	25.9	23.9	20.5	327.6	194.8	127.5	216	158.5	52.9	61.1	75.1	31.5	45
205598_at	29	47.8	14.9	23.1	10	10	32.8	31.9	36.9	71	24.5	26.2	13	23.8	17.9	65.6	24.6	10	22.3	42.3	50.4	41.7	41	32.7	14.7	38.3	30	10	10	10	26.2	27.3	16.5	27.1	10	38.3	32.5
205604_at	56	29.7	39.2	45.8	52.6	52.2	34.7	54.5	44	21.2	58.2	67.2	59.2	10	12.3	70.7	68.2	61.2	161.2	12.5	40.2	22.6	22.8	30.1	29.3	10	12.6	38.4	57.2	26.1	10.5	32.3	10.9	37.9	118.9	27.5	13.2
205606_at	20.1	38.3	46.2	81.3	35.1	35.5	85.3	170.6	158.7	127.9	61.4	112.8	99.9	85.9	123.3	102	55.2	71.9	149.7	55.5	91.3	155	22.6	60.6	23.8	123.5	21.8	40.3	28.5	44.4	17.3	86.9	67.1	25.2	25.6	160.4	20.3
205614_x_at	125.8	28.3	29.7	27.2	16.2	22	24.7	75	43.6	64.6	31.8	226.7	438.9	58.4	29.7	60.7	30	19.5	44.2	15.1	95.9	12.5	34	26.6	49.2	108.3	186.6	24.9	87.8	17.6	64.9	89.3	30.9	23.1	34.6	68.9	21.5
205624_at	79.7	123.5	158.3	167.9	148.8	15.2	152.4	107.9	40	76.5	10.8	10	11.7	51.6	12.1	40	67.8	107.5	35.6	10	72.9	78.1	73.4	49.9	41.4	77.4	40.4	124.9	49.6	59.6	68.1	122.3	85.4	63.9	43	84.4	54.3
205625_s_at	10	30.4	941.5	60.8	21.1	24	26.4	27.3	15	43.8	14.2	55.6	16.3	271.9	23.4	20.9	24.2	41	25.9	19.8	12.6	18	37.4	25.4	10	33.8	15.4	26.1	23.3	10	78	30	14.2	30.8	19.5	10	21.6
205627_at	61.4	92.4	56.7	87.7	20.6	40.3	30	38.6	10	54	14.1	131.5	10	99.2	37.2	10	13.5	65.7	18	10	10	18.8	12	15.1	62.4	10	10	10	55.3	53.7	14	10	19.8	61.4	10	29.5	149.9
205640_at	69.8	72.5	54.3	253.5	44.4	121.4	17.8	44.3	49.6	83.9	86.2	53.5	41.4	130.8	63.5	81.2	36.6	54.3	63.2	81.6	10.6	48.4	24.7	64.5	82.1	12.1	57.7	14.5	21.4	74.5	22.2	61.9	35.3	60.1	79.1	72.7	53.1
205645_at	10	18	10	16.5	10	17.1	15.7	18.9	10	40	23.2	10	41.1	16.1	10.3	11.4	71.5	76.8	46.6	45.6	64.9	36.8	57.5	118.8	15.3	10	16.6	39.6	22	14.9	67.2	35.7	10	11.8	19.6	26.3	12
205659_at	29.5	30.4	44	49.7	31.7	30.6	123.5	27.1	14	32.3	42.6	10	18.6	28.3	25.5	14	10	27.5	49.1	31.5	10	23.7	10	21.3	39.8	26.6	10.2	23	34.6	25.6	18.9	10	17.6	19.7	34.6	44.6	35.2
205674_x_at	10	30.6	17.6	13.5	10	44	22.1	21.2	22.1	42.2	14.3	44.6	74.9	21.2	29.7	27.4	53.2	25.7	90.3	25.1	15.1	16.7	22.1	10	10	52.6	10	37.1	22.6	14.4	10	15.7	14.8	19	37.6	29	12.8
205713_s_at	10	36.4	73.4	10	17.7	138.4	148.8	18.4	10	10	10	10	10	10	85	10	10	10	10	10	43.1	10	10	10	79.9	26	10	10	59.8	25	14	10	21.8	38.1	27.8	17.6	10
205719_s_at	15.1	14.5	10	23.4	20.9	13.9	10	17.2	20.5	27.3	229	33.1	23.1	15.7	11.8	38.3	10	26.9	35.9	10	10	13.2	31.2	20.1	11.1	19.8	14.9	26.3	15.2	12.4	10	77.8	12.1	10.9	45.4	12.9	27.4
205723_at	45.8	10	27.3	10	42	10	39.2	37.2	13.6	39.3	44.8	10	32.1	33.8	33.2	46.8	36.4	31.7	49.3	22.7	24.4	11.4	77.8	56.3	22.3	50.2	10	89.6	69.8	46.6	39.1	40.6	45.5	31.6	40.1	19	40.4
205725_at	30.5	50.9	12.6	34	20.2	37.4	50.2	55.3	32.5	33.5	10	65.5	39.6	10	25.3	33.7	32.9	60	10	39.1	15.2	23.2	76.8	10	34.3	45.1	11	35.4	29.4	26.2	29.7	39.7	38.9	52.4	28.8	42.3	25.9
